Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
TTD,"The Trade Desk, Inc.",Rating: Hold3.33,Rating: Buy3.66,Rating: Buy4.21,63.25B,-,F,A+,B+,A,B
WIX,Wix.com Ltd.,Rating: Hold3.33,Rating: Buy4.00,Rating: Buy4.21,12.25B,-,D-,A,B+,A-,B-
INSM,Insmed Incorporated,Rating: Hold3.33,Rating: Strong Buy5.00,Rating: Strong Buy4.66,13.58B,-,D+,A-,F,A+,D+
HSNGY,Hang Seng Bank Limited,Rating: Hold3.33,Rating: Not Covered,Rating: Sell2.00,22.33B,7.38,A,D-,A,D-,A
GGB,Gerdau S.A.,Rating: Hold3.33,Rating: Buy3.50,Rating: Buy4.40,6.90B,4.27,A,F,B+,C,A
GTEC,Greenland Technologies Holding Corporation,Rating: Hold3.33,Rating: Not Covered,Rating: Strong Buy5.00,27.73M,-,A+,D,B+,C,A+
AMKBY,A.P. Møller - Mærsk A/S,Rating: Hold3.33,Rating: Buy3.66,Rating: Strong Buy5.00,25.07B,8.23,A,F,A+,C-,A-
AON,Aon plc,Rating: Hold3.33,Rating: Hold3.00,Rating: Hold3.26,85.06B,0.67,F,B+,A-,C+,B
SWI,SolarWinds Corporation,Rating: Hold3.33,Rating: Buy4.00,Rating: Hold2.85,2.24B,-,C,D+,A-,C+,A
CSTL,"Castle Biosciences, Inc.",Rating: Hold3.33,Rating: Not Covered,Rating: Strong Buy4.88,852.54M,-,D-,B,A-,A-,A
ROKU,"Roku, Inc.",Rating: Hold3.33,Rating: Buy4.00,Rating: Buy3.63,9.83B,-,D,A,C+,C+,A-
DPZ,"Domino's Pizza, Inc.",Rating: Hold3.33,Rating: Buy3.60,Rating: Buy4.14,16.31B,1.22,F,B+,A-,B-,A-
ENIC,Enel Chile S.A.,Rating: Hold3.33,Rating: Buy4.00,Rating: Buy4.20,3.75B,9.15,A+,B+,B+,D-,A+
PNW,Pinnacle West Capital Corporation,Rating: Hold3.33,Rating: Hold3.00,Rating: Buy3.76,10.75B,3.74,C+,D+,C+,B+,A
CCLD,"CareCloud, Inc.",Rating: Hold3.33,Rating: Not Covered,Rating: Buy4.25,50.51M,-,A+,D+,B+,A,B
CODI,Compass Diversified,Rating: Hold3.33,Rating: Hold3.00,Rating: Buy4.33,1.79B,4.23,B,C,D+,D+,A
HSTM,"HealthStream, Inc.",Rating: Hold3.33,Rating: Not Covered,Rating: Buy3.71,1.00B,0.41,F,B,A,B+,A
NGG,National Grid plc,Rating: Hold3.33,Rating: Buy4.00,Rating: Strong Buy4.50,61.29B,5.55,B-,D-,A,D+,A
CHMG,Chemung Financial Corporation,Rating: Hold3.33,Rating: Not Covered,Rating: Buy4.00,246.64M,2.39,C+,D,D+,C-,A+
CRGX,"CARGO Therapeutics, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Strong Buy4.62,813.31M,-,B+,A+,C,C+,A
CNSL,"Consolidated Communications Holdings, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Hold3.00,553.24M,-,C-,C,D-,B-,A+
SABK,"South Atlantic Bancshares, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Strong Buy5.00,116.65M,0.65,D,D,B,B-,A
GSBC,"Great Southern Bancorp, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Hold3.00,744.85M,2.51,C,D,D+,C-,A-
EXPD,"Expeditors International of Washington, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Sell2.41,16.97B,1.17,D-,F,B,C-,A+
TFSL,TFS Financial Corporation,Rating: Hold3.32,Rating: Not Covered,Rating: Hold3.00,3.95B,7.97,B+,C,D+,D+,A+
GEF,"Greif, Inc.",Rating: Hold3.32,Rating: Buy4.00,Rating: Buy4.14,3.43B,2.97,C-,D-,C+,B,A
CASY,"Casey's General Stores, Inc.",Rating: Hold3.32,Rating: Hold3.25,Rating: Buy4.00,15.63B,0.44,F,C,C+,A-,A-
MSEX,Middlesex Water Company,Rating: Hold3.32,Rating: Not Covered,Rating: Buy4.00,1.17B,2.01,D-,C+,A-,B+,A+
GATX,GATX Corporation,Rating: Hold3.32,Rating: Not Covered,Rating: Buy4.00,5.82B,1.40,C-,B-,F,B+,A-
AURA,"Aura Biosciences, Inc.",Rating: Hold3.32,Rating: Buy3.50,Rating: Strong Buy4.62,449.56M,-,B,B-,C+,B+,A+
COIN,"Coinbase Global, Inc.",Rating: Hold3.32,Rating: Hold3.42,Rating: Buy3.64,77.85B,-,D-,B+,A-,A,C-
IBIO,"iBio, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Strong Buy5.00,24.06M,-,D+,A,C-,A-,A
MO,"Altria Group, Inc.",Rating: Hold3.32,Rating: Buy3.70,Rating: Hold3.30,97.71B,6.87,A,D-,A+,A-,B
STEP,StepStone Group Inc.,Rating: Hold3.32,Rating: Hold3.00,Rating: Buy3.71,7.73B,1.32,F,A,B,A+,B-
GWRE,"Guidewire Software, Inc.",Rating: Hold3.32,Rating: Hold3.00,Rating: Buy3.93,16.86B,-,F,A,B,A,C+
PCTY,Paylocity Holding Corporation,Rating: Hold3.32,Rating: Hold3.00,Rating: Buy4.10,11.70B,-,D-,B-,A-,A-,B+
FHN,First Horizon Corporation,Rating: Hold3.32,Rating: Buy3.50,Rating: Buy4.00,11.18B,2.84,C-,D,B,A-,B-
QGEN,Qiagen N.V.,Rating: Hold3.32,Rating: Not Covered,Rating: Buy3.94,9.72B,3.02,D-,D,A,B-,A+
QMCO,Quantum Corporation,Rating: Hold3.32,Rating: Not Covered,Rating: Hold3.00,86.59M,-,A,C,D,A+,D-
PLCE,"The Children's Place, Inc.",Rating: Hold3.32,Rating: Buy3.66,Rating: Hold3.00,205.40M,-,B-,B+,F,A,A
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Rating: Hold3.32,Rating: Not Covered,Rating: Buy3.50,53.55B,7.94,A,B,D-,F,A+
SYBT,"Stock Yards Bancorp, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Hold3.00,2.26B,1.57,D-,C,C,A,B-
HAFC,Hanmi Financial Corporation,Rating: Hold3.32,Rating: Hold3.00,Rating: Buy3.66,802.50M,3.74,B-,D-,C-,A,B-
HSBC,HSBC Holdings plc,Rating: Hold3.32,Rating: Buy3.50,Rating: Buy4.00,164.62B,6.53,A-,B+,A+,D+,Rating: Not Covered
PEN,"Penumbra, Inc.",Rating: Hold3.32,Rating: Not Covered,Rating: Buy4.23,9.37B,-,F,A+,A-,A-,B+
GOCO,"GoHealth, Inc.",Rating: Hold3.32,Rating: Buy4.00,Rating: Strong Buy4.50,282.65M,-,B+,B,C+,C-,B+
CRBG,"Corebridge Financial, Inc.",Rating: Hold3.32,Rating: Buy4.00,Rating: Buy4.07,18.44B,2.84,A-,D-,B-,C,B-
EOSE,"Eos Energy Enterprises, Inc.",Rating: Hold3.32,Rating: Buy4.00,Rating: Buy4.12,588.36M,-,C+,B+,F,A+,D
HLAN,Heartland BancCorp,Rating: Hold3.31,Rating: Hold3.00,Rating: Buy4.00,330.02M,1.86,D+,Rating: Not Covered,D+,A+,Rating: Not Covered
RELX,RELX PLC,Rating: Hold3.31,Rating: Not Covered,Rating: Buy4.00,87.51B,1.64,F,C,A+,C,A
PKG,Packaging Corporation of America,Rating: Hold3.31,Rating: Hold3.00,Rating: Buy3.60,22.03B,2.02,D-,D+,B+,A,A-
AME,"AMETEK, Inc.",Rating: Hold3.31,Rating: Hold3.33,Rating: Buy4.06,45.13B,0.56,F,D+,A,B-,A-
DD,"DuPont de Nemours, Inc.",Rating: Hold3.31,Rating: Hold3.00,Rating: Buy4.00,35.07B,1.79,D-,C+,A,B-,A-
CVBF,CVB Financial Corp.,Rating: Hold3.31,Rating: Not Covered,Rating: Hold3.28,3.33B,3.36,C,D,C+,B+,B
FBRX,"Forte Biosciences, Inc.",Rating: Hold3.31,Rating: Not Covered,Rating: Strong Buy5.00,28.90M,-,B,D-,D-,A,B+
LMT,Lockheed Martin Corporation,Rating: Hold3.31,Rating: Buy3.85,Rating: Buy3.69,124.62B,2.40,C-,D-,A+,C+,B+
NWL,Newell Brands Inc.,Rating: Hold3.31,Rating: Buy3.50,Rating: Hold3.25,3.98B,2.93,B-,F,B-,B+,A-
BKEAY,"The Bank of East Asia, Limited",Rating: Hold3.31,Rating: Not Covered,Rating: Sell2.00,3.30B,5.14,A,B-,F,D-,A
ICMB,"Investcorp Credit Management BDC, Inc.",Rating: Hold3.31,Rating: Not Covered,Rating: Hold3.00,46.82M,14.77,A+,F,B-,D-,B+
ABT,Abbott Laboratories,Rating: Hold3.31,Rating: Hold3.37,Rating: Buy4.22,206.31B,1.85,F,D+,A+,B,B
COR,"Cencora, Inc.",Rating: Hold3.31,Rating: Hold3.00,Rating: Buy3.94,48.26B,0.83,D+,D,A+,B+,B
AIP,"Arteris, Inc.",Rating: Hold3.31,Rating: Buy4.00,Rating: Strong Buy4.60,341.91M,-,B+,D+,D,B-,A
GAIN,Gladstone Investment,Rating: Hold3.31,Rating: Hold3.20,Rating: Hold3.40,496.03M,7.10,A-,F,A,D-,A
CURI,CuriosityStream Inc.,Rating: Hold3.31,Rating: Buy4.00,Rating: Buy3.50,101.53M,4.10,D+,C,B-,A+,D+
UPLD,"Upland Software, Inc.",Rating: Hold3.31,Rating: Not Covered,Rating: Hold3.20,101.26M,-,A,F,C-,A-,A-
SAN,"Banco Santander, S.A.",Rating: Hold3.31,Rating: Buy4.00,Rating: Strong Buy4.50,70.32B,4.55,A,A,F,D,A
CFR,"Cullen/Frost Bankers, Inc.",Rating: Hold3.31,Rating: Hold3.00,Rating: Hold2.85,9.13B,2.61,C-,D-,B-,B+,B
ONIT,Onity Group Inc.,Rating: Hold3.31,Rating: Not Covered,Rating: Buy4.25,243.21M,-,C+,A,C+,D+,A
BTMD,biote Corp.,Rating: Hold3.31,Rating: Not Covered,Rating: Strong Buy4.80,242.71M,-,A,D-,A+,B+,A-
UFPT,"UFP Technologies, Inc.",Rating: Hold3.31,Rating: Hold3.00,Rating: Buy4.00,2.47B,-,D-,B,A-,A-,A+
HBAN,Huntington Bancshares Incorporated,Rating: Hold3.31,Rating: Buy4.00,Rating: Buy3.85,26.15B,3.44,D,D-,B-,B+,C+
ALNY,"Alnylam Pharmaceuticals, Inc.",Rating: Hold3.31,Rating: Buy4.00,Rating: Buy3.96,32.73B,-,D-,A,A-,A,B+
ENSG,"The Ensign Group, Inc.",Rating: Hold3.31,Rating: Hold3.00,Rating: Strong Buy4.50,8.31B,0.16,F,C+,B+,B+,B+
RBLX,Roblox Corporation,Rating: Hold3.31,Rating: Buy4.12,Rating: Buy4.00,32.40B,-,D,A,F,A-,B+
SCMWY,Swisscom AG,Rating: Hold3.31,Rating: Hold3.00,Rating: Sell2.00,29.75B,4.19,B,F,A,C,A
PETS,"PetMed Express, Inc.",Rating: Hold3.31,Rating: Buy4.00,Rating: Sell2.00,96.98M,-,A-,D+,C,B,A
VRNS,"Varonis Systems, Inc.",Rating: Hold3.31,Rating: Buy4.00,Rating: Buy4.00,5.58B,-,F,B,B,C,A+
BKNG,Booking Holdings Inc.,Rating: Hold3.30,Rating: Buy3.58,Rating: Buy4.13,172.87B,0.50,F,A-,A+,A,C+
MCW,"Mister Car Wash, Inc.",Rating: Hold3.30,Rating: Buy4.00,Rating: Buy4.20,2.61B,-,D+,C+,D-,B,A-
KGS,"Kodiak Gas Services, Inc.",Rating: Hold3.30,Rating: Not Covered,Rating: Buy4.41,3.49B,3.97,B+,A+,D,A+,D-
KR,The Kroger Co.,Rating: Hold3.30,Rating: Buy3.50,Rating: Buy3.82,43.77B,2.02,C+,D,A,B+,B
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,Rating: Hold3.30,Rating: Buy4.00,Rating: Hold3.00,1.33B,-,A-,A+,D-,A+,C
BBAI,"BigBear.ai Holdings, Inc.",Rating: Hold3.30,Rating: Sell2.00,Rating: Buy3.75,538.76M,-,B,A,F,B-,A+
SII,Sprott Inc.,Rating: Hold3.30,Rating: Hold3.00,Rating: Strong Buy5.00,1.11B,2.40,D+,B+,A-,D+,B+
UMBF,UMB Financial Corporation,Rating: Hold3.30,Rating: Buy4.00,Rating: Buy4.11,6.15B,1.24,F,D+,C+,A,B
BTE,Baytex Energy Corp.,Rating: Hold3.30,Rating: Strong Buy4.66,Rating: Buy4.09,2.22B,2.33,A-,C-,B,D,A+
COMM,"CommScope Holding Company, Inc.",Rating: Hold3.30,Rating: Hold2.50,Rating: Hold2.75,1.10B,-,C,F,D,A+,D
APPN,Appian Corporation,Rating: Hold3.30,Rating: Hold3.00,Rating: Hold3.14,2.70B,-,B-,C,F,B-,A-
SHOO,"Steven Madden, Ltd.",Rating: Hold3.30,Rating: Hold3.00,Rating: Hold3.30,3.24B,1.87,C-,D+,B,C+,A
OKTA,"Okta, Inc.",Rating: Hold3.30,Rating: Buy4.44,Rating: Buy3.63,12.98B,-,C+,A+,A-,D,B+
NEO,"NeoGenomics, Inc.",Rating: Hold3.30,Rating: Not Covered,Rating: Buy4.30,2.28B,-,D-,C-,B+,B,A
FNKO,"Funko, Inc.",Rating: Hold3.30,Rating: Hold3.00,Rating: Buy3.75,622.25M,-,B,D,C,A-,A+
AMS,American Shared Hospital Services,Rating: Hold3.30,Rating: Not Covered,Rating: Not Covered,20.87M,-,A+,C-,B+,B,A
AXL,"American Axle & Manufacturing Holdings, Inc.",Rating: Hold3.30,Rating: Hold3.00,Rating: Hold3.11,787.79M,-,A,D,C,C,A-
ITW,Illinois Tool Works Inc.,Rating: Hold3.30,Rating: Hold3.33,Rating: Hold2.71,81.51B,2.06,D,D-,A+,C+,B+
HLF,Herbalife Ltd.,Rating: Hold3.30,Rating: Hold2.50,Rating: Buy3.50,810.37M,-,A+,C,C-,D+,A+
COO,"The Cooper Companies, Inc.",Rating: Hold3.30,Rating: Buy4.00,Rating: Buy4.11,20.60B,-,F,C,A-,B+,B+
GL,Globe Life Inc.,Rating: Hold3.30,Rating: Sell2.00,Rating: Buy3.90,9.38B,0.85,C,B-,B+,D+,A+
CVX,Chevron Corporation,Rating: Hold3.30,Rating: Buy3.83,Rating: Buy4.04,291.33B,4.02,D+,D+,A+,B,C
FFIV,"F5, Inc.",Rating: Hold3.30,Rating: Hold3.33,Rating: Hold3.00,14.66B,-,D+,D,A,A-,B-
SPIR,"Spire Global, Inc.",Rating: Hold3.30,Rating: Buy3.66,Rating: Buy4.33,393.21M,-,B,C+,D-,A+,C+
HLX,"Helix Energy Solutions Group, Inc.",Rating: Hold3.30,Rating: Buy4.00,Rating: Buy4.28,1.64B,-,D-,A-,C,C+,A+
LIVN,LivaNova PLC,Rating: Hold3.30,Rating: Buy4.00,Rating: Buy4.18,2.85B,-,D-,A,A-,B-,A
CQP,"Cheniere Energy Partners, L.P. Common Units",Rating: Hold3.30,Rating: Not Covered,Rating: Sell2.31,27.61B,6.98,C+,F,A,B,A
TASK,"TaskUs, Inc.",Rating: Hold3.30,Rating: Hold3.00,Rating: Buy3.55,1.34B,-,C+,D-,B,C+,A
UBS,UBS Group AG,Rating: Hold3.30,Rating: Hold3.00,Rating: Hold3.00,99.94B,2.23,A+,A+,A+,D,C
AMPY,Amplify Energy Corp.,Rating: Hold3.30,Rating: Buy4.00,Rating: Strong Buy4.66,265.27M,-,A-,D+,C-,B-,A+
PG,The Procter & Gamble Company,Rating: Hold3.29,Rating: Hold3.42,Rating: Buy4.03,422.40B,2.21,D-,D+,A+,B+,C
DRTS,Alpha Tau Medical Ltd.,Rating: Hold3.29,Rating: Not Covered,Rating: Strong Buy4.50,195.79M,-,B+,C-,B-,B+,A-
TGS,Transportadora de Gas del Sur S.A.,Rating: Hold3.29,Rating: Hold3.00,Rating: Hold3.00,4.85B,-,F,A-,B-,A+,B+
BAC,Bank of America Corporation,Rating: Hold3.29,Rating: Hold3.27,Rating: Buy4.04,366.53B,2.05,D+,C+,D-,B,D+
HTH,Hilltop Holdings Inc.,Rating: Hold3.29,Rating: Not Covered,Rating: Hold3.00,2.07B,2.14,C+,C,C,D,A+
HWC,Hancock Whitney Corporation,Rating: Hold3.29,Rating: Buy3.50,Rating: Buy4.12,5.16B,2.34,C+,B+,C+,B-,B
SKYX,SKYX Platforms Corp.,Rating: Hold3.29,Rating: Buy4.00,Rating: Strong Buy4.60,106.60M,-,B+,A+,F,C-,B+
NEE,"NextEra Energy, Inc.",Rating: Hold3.29,Rating: Hold3.44,Rating: Buy3.87,161.47B,2.62,D-,B+,A,B-,B+
AEIS,"Advanced Energy Industries, Inc.",Rating: Hold3.29,Rating: Buy3.50,Rating: Buy3.72,4.32B,0.35,F,F,C,C+,A-
VTEX,VTEX,Rating: Hold3.29,Rating: Not Covered,Rating: Buy4.14,1.17B,-,F,A+,C+,C-,A
FANUY,Fanuc Corporation,Rating: Hold3.29,Rating: Buy3.50,Rating: Strong Buy4.50,24.60B,-,F,A,A,D+,A+
SSUMY,Sumitomo Corporation,Rating: Hold3.29,Rating: Hold3.00,Rating: Strong Buy5.00,25.45B,-,A,C-,A-,D,A-
LAD,"Lithia Motors, Inc.",Rating: Hold3.29,Rating: Not Covered,Rating: Buy4.26,10.29B,0.54,D,D-,D+,A,B
SPSC,"SPS Commerce, Inc.",Rating: Hold3.29,Rating: Hold3.00,Rating: Buy4.18,7.23B,-,F,B,B+,C,A
WYY,WidePoint Corporation,Rating: Hold3.29,Rating: Strong Buy5.00,Rating: Strong Buy4.50,45.56M,-,A,B+,D+,A+,D
LEU,Centrus Energy Corp.,Rating: Hold3.29,Rating: Strong Buy5.00,Rating: Buy4.33,1.35B,-,D,A,B+,A+,D-
BOKF,BOK Financial Corporation,Rating: Hold3.29,Rating: Hold3.00,Rating: Buy3.55,7.67B,1.86,D-,D,C+,B,B
OGS,"ONE Gas, Inc.",Rating: Hold3.29,Rating: Not Covered,Rating: Hold3.28,4.40B,3.40,D+,D-,D,A-,A
KO,The Coca-Cola Company,Rating: Hold3.29,Rating: Hold3.28,Rating: Buy4.12,277.55B,2.97,D-,D,A+,C+,B
ACN,Accenture plc,Rating: Hold3.29,Rating: Buy3.57,Rating: Buy4.00,226.30B,1.48,D,D,A+,C+,B-
EAF,GrafTech International Ltd.,Rating: Hold3.29,Rating: Hold2.50,Rating: Hold3.00,522.05M,-,B-,D,D-,A+,B-
NBN,Northeast Bank,Rating: Hold3.29,Rating: Hold3.00,Rating: Buy3.50,807.83M,0.04,F,D+,C+,A+,Rating: Not Covered
SJ,Scienjoy Holding Corporation,Rating: Hold3.29,Rating: Not Covered,Rating: Strong Buy5.00,39.34M,-,A+,C+,C-,D+,Rating: Not Covered
CPKF,"Chesapeake Financial Shares, Inc.",Rating: Hold3.29,Rating: Not Covered,Rating: Not Covered,89.07M,3.26,B,F,D-,D,B+
USIO,"Usio, Inc.",Rating: Hold3.29,Rating: Not Covered,Rating: Buy4.20,41.78M,-,B+,B+,C,D-,A+
CLBK,"Columbia Financial, Inc.",Rating: Hold3.29,Rating: Not Covered,Rating: Buy4.00,1.90B,-,D+,D-,D-,D+,A-
NWG,NatWest Group plc,Rating: Hold3.29,Rating: Buy3.50,Rating: Buy4.00,39.97B,4.49,A-,B+,A+,B+,Rating: Not Covered
KBCSY,KBC Group NV,Rating: Hold3.29,Rating: Buy4.00,Rating: Hold3.00,28.26B,6.27,A-,B-,F,D-,A-
PL,Planet Labs PBC,Rating: Hold3.29,Rating: Buy3.50,Rating: Buy4.22,1.12B,-,B,C,D-,A+,B
GWW,"W.W. Grainger, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Hold3.09,58.73B,0.66,F,C,A,B+,B+
SPH,"Suburban Propane Partners, L.P. Common Units",Rating: Hold3.28,Rating: Buy4.00,Rating: Sell2.33,1.24B,6.72,A-,D,B-,D+,A+
GME,GameStop Corp.,Rating: Hold3.28,Rating: Hold2.57,Rating: Strong Sell1.00,13.79B,-,D,A,D,A+,C+
GASS,StealthGas Inc.,Rating: Hold3.28,Rating: Strong Buy5.00,Rating: Buy4.00,200.64M,-,A+,B,D-,D+,A+
EMKR,Emcore Corporation,Rating: Hold3.28,Rating: Not Covered,Rating: Hold3.00,27.04M,-,A,C-,D,A+,C
OMRNY,OMRON Corporation,Rating: Hold3.28,Rating: Not Covered,Rating: Hold3.00,6.29B,2.10,A+,A+,C-,D,A-
EA,Electronic Arts Inc.,Rating: Hold3.28,Rating: Buy4.00,Rating: Buy3.76,42.78B,0.47,F,D+,A-,B+,A-
KRYAY,Kerry Group plc,Rating: Hold3.28,Rating: Buy4.00,Rating: Hold3.00,15.88B,1.36,D-,C+,B,B-,A
FQVLF,First Quantum Minerals Ltd.,Rating: Hold3.28,Rating: Buy4.00,Rating: Hold3.00,11.23B,-,C-,D,D,B+,A
DLB,"Dolby Laboratories, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Strong Buy4.66,7.46B,1.53,C-,D,B+,C,A
AIT,"Applied Industrial Technologies, Inc.",Rating: Hold3.28,Rating: Buy4.00,Rating: Strong Buy4.62,10.53B,0.54,F,D,B,A,B+
HMC,"Honda Motor Co., Ltd.",Rating: Hold3.28,Rating: Hold3.33,Rating: Strong Buy4.50,39.68B,5.50,A-,D-,A-,D,A+
PWR,"Quanta Services, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Buy4.31,50.77B,0.10,F,C+,A-,A-,B
LUV,Southwest Airlines Co.,Rating: Hold3.28,Rating: Hold3.20,Rating: Hold2.90,19.41B,2.22,D+,D-,D,C+,B+
MMM,3M Company,Rating: Hold3.28,Rating: Hold2.88,Rating: Buy3.73,72.14B,2.54,C+,F,A,B+,B+
DUOT,"Duos Technologies Group, Inc.",Rating: Hold3.28,Rating: Not Covered,Rating: Strong Buy5.00,45.41M,-,B+,B-,F,A+,D
ICAD,"iCAD, Inc.",Rating: Hold3.28,Rating: Not Covered,Rating: Strong Buy4.75,46.65M,-,B-,C+,B,B+,A-
SHEL,Shell plc,Rating: Hold3.28,Rating: Buy3.85,Rating: Buy4.13,199.97B,4.24,C+,D,A+,C,B+
GNTA,Genenta Science S.p.A.,Rating: Hold3.28,Rating: Not Covered,Rating: Buy4.00,98.40M,-,B,D+,C+,A-,A-
KNSL,"Kinsale Capital Group, Inc.",Rating: Hold3.28,Rating: Buy3.75,Rating: Hold3.36,12.00B,0.11,F,A,A,C-,B
MIR,"Mirion Technologies, Inc.",Rating: Hold3.28,Rating: Not Covered,Rating: Strong Buy4.50,3.37B,-,D-,D+,B-,A,B-
K,Kellanova,Rating: Hold3.28,Rating: Hold3.00,Rating: Hold3.05,27.97B,2.77,D,D-,B-,A-,B+
ITRG,Integra Resources Corp.,Rating: Hold3.28,Rating: Not Covered,Rating: Buy4.20,152.65M,-,B,B,D-,B-,A+
HDB,HDFC Bank Limited,Rating: Hold3.28,Rating: Buy4.00,Rating: Strong Buy4.66,164.10B,1.03,D-,C-,A+,C-,C
MDB,"MongoDB, Inc.",Rating: Hold3.28,Rating: Hold3.37,Rating: Buy4.23,23.98B,-,F,A-,C+,C,B+
PNTG,"The Pennant Group, Inc.",Rating: Hold3.28,Rating: Not Covered,Rating: Buy4.25,1.08B,-,F,A-,B+,A,B+
HLI,"Houlihan Lokey, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Hold2.88,13.03B,1.20,F,B+,B-,A-,B-
BRO,"Brown & Brown, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Buy3.53,32.37B,0.48,F,A-,B+,B-,B
PRAX,"Praxis Precision Medicines, Inc.",Rating: Hold3.28,Rating: Hold3.00,Rating: Strong Buy4.50,1.48B,-,D+,A,C,A+,D-
AA,Alcoa Corporation,Rating: Hold3.27,Rating: Buy4.00,Rating: Buy4.21,11.85B,0.87,D-,A,C+,A,B+
BZUN,Baozun Inc.,Rating: Hold3.27,Rating: Buy4.00,Rating: Buy4.25,159.43M,-,A-,A-,D-,C+,A-
KLBAY,Klabin S.A.,Rating: Hold3.27,Rating: Not Covered,Rating: Strong Buy5.00,4.36B,6.38,A+,D-,A-,D+,A+
AVAL,Grupo Aval Acciones y Valores S.A.,Rating: Hold3.27,Rating: Buy4.00,Rating: Hold2.50,2.47B,7.34,A-,C,C+,D-,A-
DTEGY,Deutsche Telekom AG,Rating: Hold3.27,Rating: Buy3.50,Rating: Buy4.00,155.01B,2.50,B-,D+,A+,A-,C-
PRU,"Prudential Financial, Inc.",Rating: Hold3.27,Rating: Buy3.50,Rating: Hold3.20,46.11B,4.01,B-,D+,A,C-,C
NICE,NICE Ltd.,Rating: Hold3.27,Rating: Buy4.33,Rating: Strong Buy4.52,11.51B,-,C+,C,A,C-,A-
WDAY,"Workday, Inc.",Rating: Hold3.27,Rating: Buy3.50,Rating: Buy4.02,66.87B,-,D-,B+,A+,C+,B
HIVE,HIVE Digital Technologies Ltd.,Rating: Hold3.27,Rating: Buy4.00,Rating: Strong Buy4.66,530.97M,-,B+,A,F,B-,A+
CR,Crane Company,Rating: Hold3.27,Rating: Hold3.00,Rating: Buy4.00,10.39B,0.44,F,D,C+,A-,B+
ADDYY,adidas AG,Rating: Hold3.27,Rating: Hold2.50,Rating: Hold2.50,41.58B,0.33,F,D,A,C+,A
ALRM,"Alarm.com Holdings, Inc.",Rating: Hold3.27,Rating: Hold3.00,Rating: Buy3.77,3.17B,-,D,D+,B,C,A
CBSH,"Commerce Bancshares, Inc.",Rating: Hold3.27,Rating: Hold3.00,Rating: Hold2.85,9.47B,1.79,F,C-,B-,B,B
PH,Parker-Hannifin Corporation,Rating: Hold3.27,Rating: Hold3.00,Rating: Buy4.27,90.09B,0.91,D-,C+,A,A-,B
MKTX,MarketAxess Holdings Inc.,Rating: Hold3.27,Rating: Buy3.50,Rating: Hold3.46,9.87B,1.13,F,C-,A-,C-,B
ZVIA,Zevia PBC,Rating: Hold3.27,Rating: Not Covered,Rating: Buy3.83,161.36M,-,A-,C+,D-,A+,B-
CMWAY,Commonwealth Bank of Australia,Rating: Hold3.27,Rating: Hold3.00,Rating: Sell2.00,171.22B,3.04,D-,D-,F,C+,A
VLEEY,Valeo SE,Rating: Hold3.27,Rating: Hold3.00,Rating: Strong Buy5.00,2.04B,5.19,A+,A-,A-,D-,A
RYAAY,Ryanair Holdings plc,Rating: Hold3.27,Rating: Buy4.25,Rating: Strong Buy4.60,20.92B,1.78,B+,B,A,D+,A
IVZ,Invesco Ltd.,Rating: Hold3.27,Rating: Buy4.00,Rating: Hold3.11,8.11B,4.52,B+,C+,F,C-,B
USAU,U.S. Gold Corp.,Rating: Hold3.27,Rating: Not Covered,Rating: Strong Buy4.50,88.53M,-,B-,C,F,A+,B-
EXPO,"Exponent, Inc.",Rating: Hold3.27,Rating: Not Covered,Rating: Buy3.66,5.01B,1.12,D-,D+,A,C,A+
CDNS,"Cadence Design Systems, Inc.",Rating: Hold3.27,Rating: Buy3.75,Rating: Buy4.30,83.56B,-,D-,B+,A,C+,B
OKE,"ONEOK, Inc.",Rating: Hold3.27,Rating: Hold3.40,Rating: Buy3.76,65.77B,3.52,D-,C+,B+,A,B+
JBLU,JetBlue Airways Corporation,Rating: Hold3.27,Rating: Buy3.66,Rating: Hold2.92,2.07B,-,B-,B,D-,B-,B+
SDRL,Seadrill Limited,Rating: Hold3.27,Rating: Buy4.00,Rating: Strong Buy4.77,2.63B,-,C+,A-,C+,C-,A+
DMAC,DiaMedica Therapeutics Inc.,Rating: Hold3.27,Rating: Not Covered,Rating: Strong Buy4.75,222.78M,-,B,C+,C+,A,B-
RHHBY,Roche Holding AG,Rating: Hold3.27,Rating: Buy4.00,Rating: Buy4.00,229.97B,3.78,C+,D-,A+,B-,B
