Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
PRBZF,Premium Brands Holdings Corporation,Rating: Hold2.62,Rating: Not Covered,Rating: Buy3.88,2.46B,4.39,A-,A,D+,D+,D
DNA,"Ginkgo Bioworks Holdings, Inc.",Rating: Hold2.62,Rating: Hold2.50,Rating: Hold2.50,438.46M,-,B,C+,F,F,A+
SHC,Sotera Health Company,Rating: Hold2.62,Rating: Not Covered,Rating: Buy4.00,3.71B,-,D,D+,A,C+,D
ALB,Albemarle Corporation,Rating: Hold2.62,Rating: Hold3.00,Rating: Buy3.57,12.69B,1.49,D,F,D-,C,F
PALI,"Palisade Bio, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Strong Buy4.66,3.22M,-,B+,D-,D,D,A-
WGO,"Winnebago Industries, Inc.",Rating: Hold2.62,Rating: Buy4.00,Rating: Buy3.92,1.69B,2.17,D+,C-,C,C,F
INUV,"Inuvo, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Strong Buy4.66,36.56M,-,A,B-,D,D,C
SNN,Smith & Nephew plc,Rating: Hold2.62,Rating: Buy4.00,Rating: Buy4.00,11.01B,2.92,D-,D-,A-,C+,D
CMPR,Cimpress plc,Rating: Hold2.62,Rating: Buy4.00,Rating: Strong Buy4.50,2.02B,-,A-,A-,C,D+,D
ASH,Ashland Inc.,Rating: Hold2.62,Rating: Not Covered,Rating: Buy4.45,3.69B,2.02,C-,B-,A-,D,C-
KPTI,Karyopharm Therapeutics Inc.,Rating: Hold2.62,Rating: Not Covered,Rating: Buy4.14,106.83M,-,C+,C-,D+,C+,C-
AVNS,"Avanos Medical, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Hold3.33,826.10M,-,B,B,A,C+,F
BKD,Brookdale Senior Living Inc.,Rating: Hold2.62,Rating: Hold3.00,Rating: Buy4.00,1.11B,-,D+,A+,B+,C,D-
FUJIY,FUJIFILM Holdings Corporation,Rating: Hold2.62,Rating: Not Covered,Rating: Strong Buy5.00,26.43B,-,C,C,B,C-,D-
BCDA,"BioCardia, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Buy4.00,10.77M,-,C-,B,D-,D,A-
VIGL,"Vigil Neuroscience, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Buy4.25,93.92M,-,B-,D+,C-,D+,B
VXRT,"Vaxart, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Strong Buy5.00,138.76M,-,C,A+,C+,D+,B-
MLKN,"MillerKnoll, Inc.",Rating: Hold2.62,Rating: Buy3.50,Rating: Hold3.00,1.76B,2.95,A-,A-,C,D,D+
MANU,Manchester United plc,Rating: Hold2.62,Rating: Not Covered,Rating: Buy3.66,2.88B,-,D,B,D,C+,D-
VISL,"Vislink Technologies, Inc.",Rating: Hold2.62,Rating: Not Covered,Rating: Strong Buy5.00,10.62M,-,A+,C-,D,D+,F
PZZA,"Papa John's International, Inc.",Rating: Hold2.62,Rating: Buy4.00,Rating: Buy3.82,1.62B,3.70,C-,D-,C,C-,D+
LEXX,Lexaria Bioscience Corp.,Rating: Hold2.61,Rating: Not Covered,Rating: Buy4.00,36.48M,-,C-,A,C+,C,B-
OPCH,"Option Care Health, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Buy4.00,4.04B,-,D,D+,A-,C-,C-
YMAB,"Y-mAbs Therapeutics, Inc.",Rating: Hold2.61,Rating: Hold3.00,Rating: Buy4.20,532.09M,-,C,D+,B,C+,C
MREO,Mereo BioPharma Group plc,Rating: Hold2.61,Rating: Buy3.50,Rating: Strong Buy4.80,551.44M,-,C-,A-,C,B-,D+
TLRY,"Tilray Brands, Inc.",Rating: Hold2.61,Rating: Hold2.50,Rating: Buy3.53,1.24B,-,C-,A-,B,C-,D
SNBR,Sleep Number Corporation,Rating: Hold2.61,Rating: Buy4.00,Rating: Hold3.00,339.14M,-,D+,D,D,C,C
LMFA,"LM Funding America, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Buy3.50,10.12M,-,A-,B-,D-,C-,C+
MDWD,MediWound Ltd.,Rating: Hold2.61,Rating: Buy4.00,Rating: Strong Buy4.50,188.29M,-,C,C-,D+,B+,F
SYRE,"Spyre Therapeutics, Inc.",Rating: Hold2.61,Rating: Strong Buy5.00,Rating: Strong Buy5.00,1.63B,-,B+,A-,D-,B+,F
CMRX,"Chimerix, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy4.80,81.39M,-,A-,C-,C+,C+,D+
NTLA,"Intellia Therapeutics, Inc.",Rating: Hold2.61,Rating: Buy3.50,Rating: Buy4.40,1.55B,-,C,C,C+,D,B-
RNAZ,"TransCode Therapeutics, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Buy4.00,5.92M,-,B+,D-,F,D+,A+
PACB,"Pacific Biosciences of California, Inc.",Rating: Hold2.61,Rating: Sell2.00,Rating: Buy3.86,482.00M,-,C+,C,D,C-,B-
STXS,"Stereotaxis, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy4.50,188.95M,-,C,D+,B-,B,F
PFMT,Performant Financial Corporation,Rating: Hold2.61,Rating: Hold3.00,Rating: Strong Buy5.00,243.49M,-,D-,A,B+,B-,D-
SNAL,"Snail, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy5.00,33.31M,-,A,B-,C+,C,D+
ACHV,"Achieve Life Sciences, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy4.87,154.41M,-,B,A,D+,B-,D
ANY,Sphere 3D Corp.,Rating: Hold2.61,Rating: Not Covered,Rating: Buy4.00,29.31M,-,A,B-,D-,C,C+
UFI,"Unifi, Inc.",Rating: Hold2.61,Rating: Hold3.00,Rating: Not Covered,101.75M,-,A,A-,D,D,D-
GOTRF,Goliath Resources Limited,Rating: Hold2.61,Rating: Not Covered,Rating: Not Covered,110.93M,-,B-,C,F,B-,Rating: Not Covered
TNGX,"Tango Therapeutics, Inc.",Rating: Hold2.61,Rating: Buy4.00,Rating: Strong Buy4.66,438.26M,-,C+,C,D-,D-,A
OWLT,"Owlet, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy5.00,76.81M,-,B-,B,B-,B,D-
CMCL,Caledonia Mining Corporation Plc,Rating: Hold2.61,Rating: Strong Buy5.00,Rating: Buy4.00,200.41M,5.37,A,B,B-,D+,D-
CCEC,Capital Clean Energy Carriers Corp.,Rating: Hold2.61,Rating: Hold3.00,Rating: Strong Buy4.60,1.07B,3.27,B+,F,F,C+,D-
PMVP,"PMV Pharmaceuticals, Inc.",Rating: Hold2.61,Rating: Not Covered,Rating: Strong Buy4.83,82.80M,-,B+,C,B-,C+,C-
MRUS,Merus N.V.,Rating: Hold2.61,Rating: Strong Buy5.00,Rating: Strong Buy4.75,3.08B,-,C-,B+,C+,B-,D
ATLX,Atlas Lithium Corporation,Rating: Hold2.61,Rating: Buy4.00,Rating: Buy4.33,110.07M,-,C,A+,A,F,B+
CYBN,Cybin Inc.,Rating: Hold2.61,Rating: Buy3.50,Rating: Strong Buy4.80,205.01M,-,B-,A+,D+,C,D+
CCRN,"Cross Country Healthcare, Inc.",Rating: Hold2.61,Rating: Buy4.00,Rating: Buy3.62,355.50M,-,A+,F,A-,D+,C+
MXL,"MaxLinear, Inc.",Rating: Hold2.61,Rating: Hold3.00,Rating: Buy3.72,1.23B,-,C-,F,C-,C-,D+
EQ,"Equillium, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.25,27.28M,-,A+,C,C,D+,D
USEA,United Maritime Corporation,Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.00,17.52M,15.15,A+,B+,F,D-,C-
PSNY,Polestar Automotive Holding UK PLC,Rating: Hold2.60,Rating: Hold2.50,Rating: Hold2.66,2.30B,-,C+,B+,F,C+,C+
GFAI,"Guardforce AI Co., Limited",Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy5.00,12.49M,-,A+,C,D-,F,Rating: Not Covered
ALLK,Allakos Inc.,Rating: Hold2.60,Rating: Buy4.00,Rating: Hold3.12,90.24M,-,B+,D-,D+,C-,B
SKYH,Sky Harbour Group Corporation,Rating: Hold2.60,Rating: Buy4.00,Rating: Strong Buy4.66,852.34M,-,B-,C,D-,D+,D+
SLRN,"Acelyrin, Inc.",Rating: Hold2.60,Rating: Strong Buy5.00,Rating: Buy4.00,458.49M,-,A-,D+,D+,C,C
ARWR,"Arrowhead Pharmaceuticals, Inc.",Rating: Hold2.60,Rating: Buy3.50,Rating: Buy4.13,3.25B,-,C-,C+,C+,C-,C-
SLS,"SELLAS Life Sciences Group, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy4.66,82.35M,-,B,Rating: Not Covered,F,B-,B-
YCBD,"cbdMD, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.00,2.18M,-,A+,B,B-,C,C-
AFMD,Affimed N.V.,Rating: Hold2.60,Rating: Strong Buy5.00,Rating: Strong Buy4.50,46.55M,-,C,D,D+,D+,B+
OGI,Organigram Holdings Inc.,Rating: Hold2.60,Rating: Buy4.00,Rating: Buy4.14,162.59M,-,B,A-,C-,C-,C+
ELBM,Electra Battery Materials Corporation,Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy4.50,27.82M,-,B,Rating: Not Covered,D-,C-,B-
EVTL,Vertical Aerospace Ltd.,Rating: Hold2.60,Rating: Sell2.00,Rating: Buy3.75,194.00M,-,C,C,D,C-,C+
IART,Integra LifeSciences Holdings Corporation,Rating: Hold2.60,Rating: Not Covered,Rating: Hold2.84,1.89B,-,D-,F,A-,C,C-
SGHT,"Sight Sciences, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Hold3.28,198.45M,-,B-,C,B-,C-,C+
SINT,"Sintx Technologies, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.00,5.32M,-,B-,B-,D-,D,B+
CANF,Can-Fite BioPharma Ltd.,Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy4.66,14.54M,-,C,C,D+,C+,C+
RXRX,"Recursion Pharmaceuticals, Inc.",Rating: Hold2.60,Rating: Hold3.00,Rating: Hold3.37,1.83B,-,C-,B-,C+,D+,B-
DSX,Diana Shipping Inc.,Rating: Hold2.60,Rating: Buy4.00,Rating: Strong Buy5.00,207.21M,12.93,A+,F,D,F,B-
SDIG,"Stronghold Digital Mining, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Buy3.66,88.28M,-,B-,B+,D,C+,F
MMS,"Maximus, Inc.",Rating: Hold2.60,Rating: Buy4.00,Rating: Buy3.50,4.37B,1.66,B+,B+,B-,D,D-
MDNAF,Medicenna Therapeutics Corp.,Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy4.75,99.20M,-,B-,C+,D+,B+,D
XBOTF,Realbotix Corp.,Rating: Hold2.60,Rating: Not Covered,Rating: Hold3.00,20.22M,-,C,A-,B-,D,D-
ADAG,Adagene Inc.,Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.00,102.27M,-,C-,C-,B-,C,C
EOLS,"Evolus, Inc.",Rating: Hold2.60,Rating: Not Covered,Rating: Buy4.42,873.84M,-,C+,A-,B,B-,F
PDCO,"Patterson Companies, Inc.",Rating: Hold2.60,Rating: Buy3.50,Rating: Hold3.33,1.89B,4.85,A+,F,B+,C,D
MKKGY,Merck KGaA,Rating: Hold2.60,Rating: Buy4.00,Rating: Strong Buy4.50,65.21B,1.58,D-,D-,A+,C,F
FARM,Farmer Bros. Co.,Rating: Hold2.60,Rating: Not Covered,Rating: Strong Buy4.50,48.07M,-,A,B-,D,D,B-
PRTA,Prothena Corporation plc,Rating: Hold2.59,Rating: Hold3.00,Rating: Buy4.12,854.48M,-,C+,C,C-,D+,B
IOVA,"Iovance Biotherapeutics, Inc.",Rating: Hold2.59,Rating: Buy4.00,Rating: Buy4.46,2.86B,-,C-,B,D-,C,C
GHRS,GH Research PLC,Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.60,482.82M,-,B-,C,B-,C+,C-
ANTX,"AN2 Therapeutics, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Hold2.80,40.88M,-,B+,F,C-,C-,B
GLTO,"Galecto, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy5.00,7.26M,-,A-,D,D+,F,A-
NYXH,Nyxoah S.A.,Rating: Hold2.59,Rating: Not Covered,Rating: Buy4.33,319.97M,-,C-,B-,B-,B-,D+
PLAY,"Dave & Buster's Entertainment, Inc.",Rating: Hold2.59,Rating: Buy3.66,Rating: Buy4.10,1.48B,-,B+,C,C,D+,C-
MLYS,"Mineralys Therapeutics, Inc.",Rating: Hold2.59,Rating: Buy4.00,Rating: Strong Buy4.75,652.47M,-,B,D-,D-,B,D
FATE,"Fate Therapeutics, Inc.",Rating: Hold2.59,Rating: Strong Buy5.00,Rating: Buy3.55,361.05M,-,C+,C,B-,D+,B-
VERB,"Verb Technology Company, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy5.00,9.36M,-,A-,C+,D-,F,A
HOOK,HOOKIPA Pharma Inc.,Rating: Hold2.59,Rating: Not Covered,Rating: Buy4.25,29.90M,-,A-,C-,D+,F,A+
SERA,"Sera Prognostics, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy5.00,223.57M,-,C-,B-,B-,B,D+
CLDX,"Celldex Therapeutics, Inc.",Rating: Hold2.59,Rating: Buy4.00,Rating: Strong Buy4.58,1.85B,-,C-,A,B-,D+,C-
BTAI,"BioXcel Therapeutics, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Buy4.00,19.34M,-,D,C,C-,F,A+
NVAX,"Novavax, Inc.",Rating: Hold2.59,Rating: Hold2.75,Rating: Buy3.66,1.38B,-,A,B,C,B-,D
PHAR,Pharming Group N.V.,Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.50,519.25M,-,D-,F,B+,C-,C+
OMQS,OMNIQ Corp.,Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy5.00,1.58M,-,A+,C+,D,F,F
OLMA,"Olema Pharmaceuticals, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.62,579.45M,-,B-,D+,C-,C,C-
APVO,Aptevo Therapeutics Inc.,Rating: Hold2.59,Rating: Not Covered,Rating: Buy4.00,6.39M,-,B,D-,D,D-,A
CUE,"Cue Biopharma, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.60,77.29M,-,C+,C,D-,C+,B-
OSS,"One Stop Systems, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Buy4.00,48.56M,-,C+,C-,D+,C,F
SMSI,"Smith Micro Software, Inc.",Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.66,15.33M,-,A,F,D-,F,B
SGRY,"Surgery Partners, Inc.",Rating: Hold2.59,Rating: Hold3.00,Rating: Buy4.33,2.96B,-,D+,A+,A-,C-,F
BDTX,"Black Diamond Therapeutics, Inc.",Rating: Hold2.59,Rating: Strong Buy5.00,Rating: Strong Buy4.57,145.42M,-,B,D+,C-,D,B+
CCOJY,Coca-Cola Bottlers Japan Holdings Inc.,Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy5.00,2.85B,2.31,D+,B-,D+,B,D+
GDRX,"GoodRx Holdings, Inc.",Rating: Hold2.59,Rating: Hold2.50,Rating: Buy3.87,1.87B,-,C+,B-,A-,D+,C-
CELC,Celcuity Inc.,Rating: Hold2.59,Rating: Hold3.00,Rating: Strong Buy4.75,477.11M,-,B+,A-,C-,C,D+
CLGN,CollPlant Biotechnologies Ltd.,Rating: Hold2.59,Rating: Not Covered,Rating: Strong Buy4.50,48.66M,-,C-,B,B-,C-,C
ABCL,AbCellera Biologics Inc.,Rating: Hold2.59,Rating: Buy4.00,Rating: Strong Buy4.55,886.10M,-,C,C,B,C-,C-
BCTX,BriaCell Therapeutics Corp.,Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy4.50,30.92M,-,Rating: Not Covered,Rating: Not Covered,C-,D,A
FTRE,Fortrea Holdings Inc.,Rating: Hold2.58,Rating: Not Covered,Rating: Hold3.33,1.93B,-,D+,F,A-,C-,C-
ARTL,"Artelo Biosciences, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Buy4.33,3.32M,-,B+,F,D+,C-,C
MGMLF,Maple Gold Mines Ltd.,Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy5.00,17.83M,-,B-,C,F,D,B-
EVOK,"Evoke Pharma, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Buy4.00,6.49M,-,A+,C-,D,C-,D-
MBOT,Microbot Medical Inc.,Rating: Hold2.58,Rating: Not Covered,Rating: Buy4.00,16.46M,-,B,D,D,C+,C-
DNTH,"Dianthus Therapeutics, Inc.",Rating: Hold2.58,Rating: Hold3.00,Rating: Strong Buy4.81,705.30M,-,C-,B+,C+,B,F
ZYXI,"Zynex, Inc.",Rating: Hold2.58,Rating: Hold3.00,Rating: Buy4.33,265.91M,-,D-,D,A-,C,D+
ENTX,Entera Bio Ltd.,Rating: Hold2.58,Rating: Not Covered,Rating: Buy4.00,62.61M,-,D+,C+,C-,B+,F
IMVT,"Immunovant, Inc.",Rating: Hold2.58,Rating: Hold3.00,Rating: Strong Buy4.68,4.22B,-,B-,A-,D+,C,D
STRO,"Sutro Biopharma, Inc.",Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy4.54,221.81M,-,B-,C+,B-,D,B-
XOS,"Xos, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Buy3.75,33.48M,-,B+,C+,F,D-,B
CJREF,Corus Entertainment Inc.,Rating: Hold2.58,Rating: Not Covered,Rating: Sell2.00,15.64M,-,A+,D-,A-,F,B
NEOG,Neogen Corporation,Rating: Hold2.58,Rating: Hold3.00,Rating: Buy4.00,3.06B,-,D+,C+,B,C+,D
ECO,Okeanis Eco Tankers Corp.,Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy5.00,705.50M,14.99,B-,B-,A+,D-,F
ETNB,"89bio, Inc.",Rating: Hold2.58,Rating: Hold3.00,Rating: Buy4.44,1.07B,-,B-,C+,D,B-,D
SGIOY,"Shionogi & Co., Ltd.",Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy5.00,11.97B,-,D-,F,A,C+,D-
VREOF,Vireo Growth Inc.,Rating: Hold2.58,Rating: Not Covered,Rating: Hold3.00,78.00M,-,A,A,B,C-,C
ZNTL,"Zentalis Pharmaceuticals, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Buy3.81,258.69M,-,A,D+,F,D,B+
INNV,InnovAge Holding Corp.,Rating: Hold2.58,Rating: Not Covered,Rating: Hold3.00,650.19M,-,C+,C-,B+,C+,D-
BODI,"The Beachbody Company, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy4.66,44.10M,-,A+,B,D-,D,D-
CGTRF,GT Resources Inc.,Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy5.00,6.92M,-,A+,C+,D-,F,D-
IMRN,Immuron Limited,Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy5.00,11.47M,-,B,D+,D+,C,Rating: Not Covered
TYRA,"Tyra Biosciences, Inc.",Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy4.66,845.95M,-,B,A-,C,C,D+
OCGN,"Ocugen, Inc.",Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy4.50,282.52M,-,D+,D,C+,C+,C+
SNCR,"Synchronoss Technologies, Inc.",Rating: Hold2.58,Rating: Hold3.00,Rating: Strong Buy4.66,102.03M,-,A-,B+,D,C,F
INAB,"IN8bio, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Buy4.00,21.47M,-,B,D-,D-,D-,A+
STAF,"Staffing 360 Solutions, Inc.",Rating: Hold2.58,Rating: Not Covered,Rating: Strong Buy5.00,3.67M,-,A+,C+,D,D-,B-
PDSB,PDS Biotechnology Corporation,Rating: Hold2.58,Rating: Buy4.00,Rating: Strong Buy4.83,80.43M,-,B,F,D+,D,B
GLPG,Galapagos NV,Rating: Hold2.57,Rating: Not Covered,Rating: Hold3.12,1.84B,-,A,C+,D,C+,D-
TELA,"TELA Bio, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy4.60,119.35M,-,C,D+,D,D+,B-
BLRX,BioLineRx Ltd.,Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy4.50,26.59M,-,B-,C,D,F,A-
AMRN,Amarin Corporation plc,Rating: Hold2.57,Rating: Not Covered,Rating: Sell2.33,202.38M,-,A,C+,B,D,B-
SVRA,Savara Inc.,Rating: Hold2.57,Rating: Hold3.00,Rating: Buy4.28,595.52M,-,B+,B,C-,C-,D+
FLNT,"Fluent, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Hold3.00,46.75M,-,B+,C-,D-,D+,D
BAYRY,Bayer Aktiengesellschaft,Rating: Hold2.57,Rating: Buy4.00,Rating: Buy3.66,19.88B,0.58,A+,F,A+,D,D-
CWBHF,"Charlotte's Web Holdings, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy5.00,19.69M,-,A,C-,C+,C-,C
ANSNF,Anson Resources Limited,Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.00,57.20M,-,B,D+,D+,D+,B-
TNON,"Tenon Medical, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.00,7.34M,-,A,A,F,D-,A
BOLSY,"B3 S.A. - Brasil, Bolsa, Balcão",Rating: Hold2.57,Rating: Not Covered,Rating: Hold3.00,8.87B,3.78,A-,C,A-,F,D
VEXTF,"Vext Science, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Buy3.66,34.40M,-,B-,B-,A+,D+,C
SAUHY,Straumann Holding AG,Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy5.00,20.49B,0.69,F,B-,A-,C+,D-
IMNN,"Imunon, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy4.75,12.41M,-,D+,D-,C-,C,B-
VTYX,"Ventyx Biosciences, Inc.",Rating: Hold2.57,Rating: Buy4.00,Rating: Buy4.22,187.38M,-,A,C+,D+,C-,C+
EHAB,"Enhabit, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Hold3.00,383.16M,-,D+,F,B+,C,D-
DTIL,"Precision BioSciences, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.40,54.54M,-,A+,B-,A-,D,C
FENC,Fennec Pharmaceuticals Inc.,Rating: Hold2.57,Rating: Hold3.00,Rating: Strong Buy4.60,164.84M,-,D+,A+,B,C,F
NUWE,"Nuwellis, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Buy3.50,5.06M,-,A,D+,F,D-,A-
IMUX,"Immunic, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy4.71,108.09M,-,B,C-,D,C+,D+
MEIP,"MEI Pharma, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Hold3.00,18.66M,-,B+,F,C,C-,C-
EVO,Evotec SE,Rating: Hold2.57,Rating: Buy3.50,Rating: Buy3.80,1.70B,-,D+,D+,B-,B-,D-
NG,NovaGold Resources Inc.,Rating: Hold2.57,Rating: Hold3.00,Rating: Buy3.66,1.20B,-,Rating: Not Covered,D+,F,C+,C
GLSI,"Greenwich LifeSciences, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.00,191.52M,-,B,F,D-,B,F
KURA,"Kura Oncology, Inc.",Rating: Hold2.57,Rating: Hold3.00,Rating: Strong Buy4.56,868.62M,-,B-,C+,C,D,C+
LYEL,"Lyell Immunopharma, Inc.",Rating: Hold2.57,Rating: Buy4.00,Rating: Hold2.75,257.02M,-,A,C,B,D-,B
ITOS,"iTeos Therapeutics, Inc.",Rating: Hold2.57,Rating: Buy4.00,Rating: Strong Buy4.50,312.00M,-,A-,C,D-,D,B
DRRX,DURECT Corporation,Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.33,28.33M,-,C+,B,F,C,B-
UBX,"Unity Biotechnology, Inc.",Rating: Hold2.57,Rating: Not Covered,Rating: Strong Buy4.50,20.39M,-,B,D,C,D+,C
ONCY,Oncolytics Biotech Inc.,Rating: Hold2.57,Rating: Not Covered,Rating: Buy4.37,71.44M,-,B+,D,D+,C+,F
BWEN,"Broadwind, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy4.50,38.70M,-,A,A-,C-,D-,C+
HSDT,"Helius Medical Technologies, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Hold3.00,1.70M,-,A-,C-,D+,D-,A
ATHA,"Athira Pharma, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Hold3.00,25.25M,-,B+,D-,D+,F,A-
CLCO,Cool Company Ltd.,Rating: Hold2.56,Rating: Strong Buy4.50,Rating: Strong Buy5.00,431.18M,20.60,A-,A-,C+,F,D
AUIAF,Aurania Resources Ltd.,Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy5.00,31.32M,-,Rating: Not Covered,Rating: Not Covered,F,A,D-
STVN,Stevanato Group S.p.A.,Rating: Hold2.56,Rating: Buy4.00,Rating: Buy4.20,5.46B,0.29,F,B+,B,C+,F
RGLS,Regulus Therapeutics Inc.,Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy4.50,107.42M,-,B+,A,C-,C+,D
AYTU,"Aytu BioPharma, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Buy4.00,9.96M,-,A+,B-,B+,D,D-
CASI,"CASI Pharmaceuticals, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Buy4.00,59.74M,-,C+,C,C-,C,C+
EGLXF,Enthusiast Gaming Holdings Inc.,Rating: Hold2.56,Rating: Not Covered,Rating: Buy4.00,17.02M,-,B+,B-,D-,D,C
CREX,"Creative Realities, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy4.66,33.22M,-,C-,D-,B-,C-,F
PROC,Procaps Group S.A.,Rating: Hold2.56,Rating: Not Covered,Rating: Hold3.00,235.80M,-,A+,B-,A+,D,Rating: Not Covered
OABI,"OmniAb, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy4.75,471.95M,-,C,C-,D,C,D+
BMEA,"Biomea Fusion, Inc.",Rating: Hold2.56,Rating: Hold3.00,Rating: Buy4.22,254.40M,-,B+,D-,D+,D+,B-
VIR,"Vir Biotechnology, Inc.",Rating: Hold2.56,Rating: Buy4.00,Rating: Buy3.88,1.08B,-,C+,C-,B-,C-,D
RVNC,"Revance Therapeutics, Inc.",Rating: Hold2.56,Rating: Sell2.00,Rating: Hold3.22,396.53M,-,D+,C,D+,C+,D+
IGMS,"IGM Biosciences, Inc.",Rating: Hold2.56,Rating: Hold3.00,Rating: Buy3.80,620.21M,-,C,C-,C,B-,F
DRMA,"Dermata Therapeutics, Inc.",Rating: Hold2.56,Rating: Not Covered,Rating: Buy4.00,2.24M,-,A-,F,D,D-,A+
ISDR,Issuer Direct Corporation,Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy5.00,38.34M,-,C,B-,C,D+,D+
HYMC,Hycroft Mining Holding Corporation,Rating: Hold2.56,Rating: Not Covered,Rating: Hold3.00,57.68M,-,D+,C-,D-,C-,F
PROF,Profound Medical Corp.,Rating: Hold2.56,Rating: Not Covered,Rating: Strong Buy5.00,197.65M,-,C-,D+,D-,C+,D-
