exchange_ticker	info
NasdaqGS:RGLD	NasdaqGS:RGLD;LSE:0KXS;BMV:RGLD*;DB:RG3
NasdaqGS:RPRX	NasdaqGS:RPRX;MUN:RPD;BMV:RPRXN
NasdaqCM:RBCN	NasdaqCM:RBCN;DB:39YA
NasdaqGS:RUBY	NasdaqGS:RUBY;DB:5RT
NasdaqCM:RMBL	NasdaqCM:RMBL;DB:4Q01
NasdaqGS:RUSH.B	NasdaqGS:RUSH.B;NasdaqGS:RUSH.A;DB:RUNA
NasdaqGS:RUTH	NasdaqGS:RUTH;DB:R6R
NasdaqCM:RXRA	NasdaqCM:RXRA;NasdaqCM:RXRA.U
NasdaqGS:STBA	NasdaqGS:STBA
NasdaqCM:SANW	NasdaqCM:SANW;DB:210
NasdaqGS:SABR	NasdaqGS:SABR;DB:19S
NasdaqGS:SAFT	NasdaqGS:SAFT;DB:SFN
NasdaqGM:SGA	NasdaqGM:SGA
NasdaqGM:SAGE	NasdaqGM:SAGE;BST:SG7;DB:SG7
NasdaqGS:SAIA	NasdaqGS:SAIA;DB:SQR
NasdaqCM:SLRX	NasdaqCM:SLRX;DB:FP11
NasdaqGM:SALM	NasdaqGM:SALM
NasdaqCM:SAL	NasdaqCM:SAL
NasdaqGS:SANA	NasdaqGS:SANA
NasdaqCM:SMTI	NasdaqCM:SMTI
NasdaqGS:SAFM	NasdaqGS:SAFM;DB:SF9
NasdaqGS:SASR	NasdaqGS:SASR
NasdaqGS:SGMO	NasdaqGS:SGMO;XTRA:GBY;LSE:0R1D;DB:GBY
NasdaqGS:SANM	NasdaqGS:SANM;DB:SAYN
NasdaqGS:SPNS	NasdaqGS:SPNS;TASE:SPNS;DB:S3P
NasdaqGS:SRPT	NasdaqGS:SRPT;LSE:0L35;BOVESPA:S1RP34;DB:AB3A
NasdaqCM:SRSA	NasdaqCM:SRSA;NasdaqCM:SRSA.U;DB:66W
NasdaqGM:STSA	NasdaqGM:STSA;MUN:1LV;DB:1LV
NasdaqGS:SVRA	NasdaqGS:SVRA;DB:YB4P
NasdaqCM:SBFG	NasdaqCM:SBFG;DB:9KH
NasdaqGS:SCSC	NasdaqGS:SCSC;DB:SC3
NasdaqCM:SMIT	NasdaqCM:SMIT;DB:SI1A
NasdaqGS:SCHN	NasdaqGS:SCHN;DB:SS1A
NasdaqGS:SRRK	NasdaqGS:SRRK;DB:2QK
NasdaqGS:SCHL	NasdaqGS:SCHL;DB:SL1
NasdaqGS:SDGR	NasdaqGS:SDGR
NasdaqCM:SSAA	NasdaqCM:SSAA;NasdaqCM:SSAA.U
NasdaqCM:SJ	NasdaqCM:SJ
NasdaqGS:SGMS	NasdaqGS:SGMS;DB:TJW
NasdaqCM:SCOA	NasdaqCM:SCOA;NasdaqCM:SCOA.U
NasdaqCM:SCOB	NasdaqCM:SCOB;NasdaqCM:SCOB.U
NasdaqGS:SCPL	NasdaqGS:SCPL;BST:2XY;DB:2XY
NasdaqGM:SCPS	NasdaqGM:SCPS
NasdaqCM:SHAC	NasdaqCM:SHAC;NasdaqCM:SHAC.U
NasdaqGS:SCPH	NasdaqGS:SCPH;DB:2SX
NasdaqCM:WORX	NasdaqCM:WORX;BST:4R8;DB:4R8
NasdaqGM:SCYX	NasdaqGM:SCYX;DB:135A
NasdaqGS:SEAC	NasdaqGS:SEAC;LSE:0A8G;DB:SI2
NasdaqGS:SBCF	NasdaqGS:SBCF
NasdaqGS:STX	NasdaqGS:STX;LSE:0Y2A;BMV:STXN;WBAG:STX;BOVESPA:S1TX34;DB:STT
NasdaqGS:SGEN	NasdaqGS:SGEN;LSE:0A8R;BMV:SGEN*;BOVESPA:S1GE34;DB:SGT
NasdaqCM:SHIP	NasdaqCM:SHIP;DB:RHSR
NasdaqCM:SGAM	NasdaqCM:SGAM;NasdaqCM:SGAM.U
NasdaqGS:SPNE	NasdaqGS:SPNE;BST:46L
NasdaqCM:EYES	NasdaqCM:EYES;DB:24PA
NasdaqGM:SECO	NasdaqGM:SECO;DB:1S8
NasdaqGS:SCWX	NasdaqGS:SCWX;DB:07S
NasdaqGM:SNFC.A	NasdaqGM:SNFC.A;DB:XSNA
NasdaqCM:SEEL	NasdaqCM:SEEL;DB:NXEN
NasdaqGS:SEER	NasdaqGS:SEER
NasdaqGM:SLCT	NasdaqGM:SLCT
NasdaqCM:SIC	NasdaqCM:SIC
NasdaqGM:SELB	NasdaqGM:SELB;DB:1S7
NasdaqGS:SIGI	NasdaqGS:SIGI;NasdaqGS:SIGI.P;DB:SV2
NasdaqCM:SLS	NasdaqCM:SLS;DB:RXK3
NasdaqCM:LEDS	NasdaqCM:LEDS;DB:6LD1
NasdaqGS:SMTC	NasdaqGS:SMTC;BMV:SMTC*;DB:SM2
NasdaqGS:SENE.A	NasdaqGS:SENE.A;NasdaqGS:SENE.B
NasdaqCM:SNES	NasdaqCM:SNES;BST:SE81;DB:SE81
NasdaqCM:SNRH	NasdaqCM:SNRH;NasdaqCM:SNRH.U
NasdaqCM:AIHS	NasdaqCM:AIHS
NasdaqGM:SNSE	NasdaqGM:SNSE
NasdaqCM:SRTS	NasdaqCM:SRTS;DB:5TX
NasdaqCM:SQBG	NasdaqCM:SQBG;DB:SQC
NasdaqGS:MCRB	NasdaqGS:MCRB;DB:1S9
NasdaqGS:SREV	NasdaqGS:SREV;DB:6SS
NasdaqGS:SFBS	NasdaqGS:SFBS
NasdaqGM:SESN	NasdaqGM:SESN;DB:PCBK
NasdaqCM:SVOK	NasdaqCM:SVOK;NasdaqCM:SVOK.U
NasdaqCM:SVBI	NasdaqCM:SVBI
NasdaqCM:SGBX	NasdaqCM:SGBX;DB:90S1
NasdaqCM:SGOC	NasdaqCM:SGOC;DB:SG51
NasdaqCM:SMED	NasdaqCM:SMED;BST:ZSC
NasdaqCM:SHSP	NasdaqCM:SHSP;DB:399
NasdaqGS:STTK	NasdaqGS:STTK
NasdaqGS:SHEN	NasdaqGS:SHEN;DB:SH9
NasdaqCM:SFT	NasdaqCM:SFT;DB:4GI
NasdaqCM:PIXY	NasdaqCM:PIXY;DB:19U1
NasdaqCM:TYHT	NasdaqCM:TYHT;BST:SHQA
NasdaqGM:SHLS	NasdaqGM:SHLS
NasdaqGS:SWAV	NasdaqGS:SWAV;DB:36M
NasdaqGS:SCVL	NasdaqGS:SCVL
NasdaqGS:SHBI	NasdaqGS:SHBI
NasdaqCM:SSTI	NasdaqCM:SSTI;BST:918
NasdaqGM:SIBN	NasdaqGM:SIBN;DB:2K3
NasdaqCM:SIEB	NasdaqCM:SIEB;BST:STF
NasdaqGS:SIEN	NasdaqGS:SIEN;DB:S0Z
NasdaqGS:BSRR	NasdaqGS:BSRR
NasdaqGM:SRRA	NasdaqGM:SRRA;DB:P7N1
NasdaqCM:SIFY	NasdaqCM:SIFY;DB:IWY1
NasdaqGM:SIGA	NasdaqGM:SIGA
NasdaqGS:SGTX	NasdaqGS:SGTX
NasdaqCM:SGLB	NasdaqCM:SGLB;DB:0223
NasdaqCM:SGMA	NasdaqCM:SGMA;DB:SG3
NasdaqGS:SBNY	NasdaqGS:SBNY;NasdaqGS:SBNY.P;LSE:0A85;BMV:SBNY*;BOVESPA:SBNY34;DB:TQJ
NasdaqGS:SLGN	NasdaqGS:SLGN;DB:SL3
NasdaqGS:SILC	NasdaqGS:SILC;DB:S1L
NasdaqGS:SLAB	NasdaqGS:SLAB;BMV:SLAB*;DB:LA5
NasdaqGS:SIMO	NasdaqGS:SIMO;BMV:SIMON;DB:S9M
NasdaqGS:SILK	NasdaqGS:SILK;BST:2OW;DB:2OW
NasdaqCM:SLCR	NasdaqCM:SLCR;NasdaqCM:SLCR.U
NasdaqCM:SPKB.U	NasdaqCM:SPKB.U
NasdaqCM:SSPK	NasdaqCM:SSPK;DB:0HLA
NasdaqGM:SBTX	NasdaqGM:SBTX
NasdaqCM:SBEA	NasdaqCM:SBEA;NasdaqCM:SBEA.U
NasdaqCM:SSNT	NasdaqCM:SSNT
NasdaqGS:SFNC	NasdaqGS:SFNC;DB:SN9
NasdaqGS:SLP	NasdaqGS:SLP;DB:SD3
NasdaqGS:SBGI	NasdaqGS:SBGI;DB:SBTA
NasdaqCM:SINO	NasdaqCM:SINO;DB:4GSN
NasdaqGS:SVA	NasdaqGS:SVA;DB:SVQ
NasdaqCM:SINT	NasdaqCM:SINT;LSE:0A8S;DB:111N
NasdaqGS:SIOX	NasdaqGS:SIOX;MUN:3ASA;DB:6YY
NasdaqGS:SIRI	NasdaqGS:SIRI;LSE:0L6Z;WBAG:SIRI;BOVESPA:SRXM34;DB:RDO
NasdaqGM:SITM	NasdaqGM:SITM
NasdaqCM:SYTA	NasdaqCM:SYTA;TSXV:SIM;DB:WK3E
NasdaqCM:EDTK	NasdaqCM:EDTK
NasdaqCM:SKYT	NasdaqCM:SKYT
NasdaqGS:SKYW	NasdaqGS:SKYW;DB:SY2
NasdaqGS:SWKS	NasdaqGS:SWKS;XTRA:AWM;LSE:0L77;BMV:SWKS*;WBAG:SWKS;BOVESPA:S1SL34;DB:AWM
NasdaqCM:SLAM	NasdaqCM:SLAM;NasdaqCM:SLAM.U
NasdaqGS:SNBR	NasdaqGS:SNBR;DB:SL2
NasdaqGS:SLM	NasdaqGS:SLM;NasdaqGS:SLMB.P;BMV:SLM*;DB:SM1
NasdaqGS:SGH	NasdaqGS:SGH;BST:850
NasdaqGS:SND	NasdaqGS:SND;DB:1SD
NasdaqGS:EM	NasdaqGS:EM
NasdaqCM:SMBK	NasdaqCM:SMBK
NasdaqGS:SDC	NasdaqGS:SDC;MUN:0WF;BMV:SDC*;DB:0WF
NasdaqGS:SWBI	NasdaqGS:SWBI;LSE:0HEM;DB:SWS
NasdaqCM:SMSI	NasdaqCM:SMSI;DB:SS91
NasdaqCM:SMID	NasdaqCM:SMID
NasdaqGM:SY	NasdaqGM:SY
NasdaqCM:SRNG	NasdaqCM:SRNG;NasdaqCM:SRNG.U
NasdaqGS:TLMD	NasdaqGS:TLMD
NasdaqCM:SCKT	NasdaqCM:SCKT;BST:SNB1
NasdaqCM:SAII	NasdaqCM:SAII;NasdaqCM:SAII.U
NasdaqGS:SOHU	NasdaqGS:SOHU;WBAG:2SU
NasdaqGM:SLGL	NasdaqGM:SLGL;DB:4SG
NasdaqGS:SEDG	NasdaqGS:SEDG;LSE:0L7S;BMV:SEDGN;WBAG:SEDG;DB:2ED
NasdaqCM:SLNO	NasdaqCM:SLNO;BST:6XC1;DB:6XC1
NasdaqGS:SLDB	NasdaqGS:SLDB
NasdaqCM:SNGX	NasdaqCM:SNGX;LSE:SNGX
NasdaqCM:SOLY	NasdaqCM:SOLY
NasdaqCM:SONM	NasdaqCM:SONM;BST:2W9;DB:2W9
NasdaqCM:SONN	NasdaqCM:SONN;DB:H3D
NasdaqCM:SNOA	NasdaqCM:SNOA;DB:O8Z3
NasdaqGS:SONO	NasdaqGS:SONO;LSE:0ZFN;WBAG:SONO;DB:8SO
NasdaqCM:SRNE	NasdaqCM:SRNE;LSE:0L85;DB:8STN
NasdaqGS:SHC	NasdaqGS:SHC;MUN:SH5
NasdaqCM:SFBC	NasdaqCM:SFBC
NasdaqGS:SPFI	NasdaqGS:SPFI
NasdaqGS:SSB	NasdaqGS:SSB;DB:FJ5
NasdaqGM:SFST	NasdaqGM:SFST
NasdaqGM:SMBC	NasdaqGM:SMBC
NasdaqGS:SBSI	NasdaqGS:SBSI
NasdaqGS:SP	NasdaqGS:SP;DB:PZA
NasdaqCM:SGRP	NasdaqCM:SGRP
NasdaqGS:SPKE	NasdaqGS:SPKE;DB:SLE
NasdaqCM:TMTS	NasdaqCM:TMTS;NasdaqCM:TMTS.U
NasdaqGS:SPTN	NasdaqGS:SPTN;DB:SRJ
NasdaqGS:SPPI	NasdaqGS:SPPI;DB:NTR
NasdaqGS:SPRO	NasdaqGS:SPRO;DB:2HA
NasdaqCM:ANY	NasdaqCM:ANY;DB:8S3B
NasdaqGS:SPI	NasdaqGS:SPI;DB:7XSP
NasdaqGS:STXB	NasdaqGS:STXB
NasdaqGS:SPLK	NasdaqGS:SPLK;XTRA:S0U;SWX:SPLK;LSE:0R09;BMV:SPLK*;BOVESPA:S1PL34;DB:S0U
NasdaqGS:SPOK	NasdaqGS:SPOK;DB:FQV
NasdaqCM:AKIC	NasdaqCM:AKIC;NasdaqCM:AKIC.U
NasdaqGS:SPWH	NasdaqGS:SPWH;LSE:0A8T;DB:06S
NasdaqCM:SPTK	NasdaqCM:SPTK;NasdaqCM:SPTK.U
NasdaqCM:SV	NasdaqCM:SV;NasdaqCM:SVSV.U
NasdaqGS:SWTX	NasdaqGS:SWTX
NasdaqCM:SPT	NasdaqCM:SPT
NasdaqGS:SFM	NasdaqGS:SFM;DB:1FA
NasdaqGS:SPRB	NasdaqGS:SPRB
NasdaqGS:SPSC	NasdaqGS:SPSC;BST:S86
NasdaqCM:SRAX	NasdaqCM:SRAX;BST:19L
NasdaqGS:SSNC	NasdaqGS:SSNC;LSE:0L1G;BMV:SSNC*;BOVESPA:S1SN34;DB:WGSA
NasdaqGM:STAA	NasdaqGM:STAA;DB:SR3
NasdaqCM:SLNG	NasdaqCM:SLNG
NasdaqCM:SRAC	NasdaqCM:SRAC;NasdaqCM:SRAC.U
NasdaqCM:STAF	NasdaqCM:STAF;BST:28S
NasdaqGS:STMP	NasdaqGS:STMP;DB:TAP1
NasdaqCM:STND	NasdaqCM:STND
NasdaqGS:SBLK	NasdaqGS:SBLK;DB:4FAP
NasdaqGM:STRR	NasdaqGM:STRR;DB:FDV
NasdaqCM:SVAC	NasdaqCM:SVAC;NasdaqCM:SVAC.U
NasdaqGS:SBUX	NasdaqGS:SBUX;XTRA:SRB;KAS:US_SBUX;BIT:SBUX;SNSE:SBUX;SWX:SBUX;BMV:SBUX*;BVL:SBUX;BASE:SBUX;WBAG:SBUX;BOVESPA:SBUB34;DB:SRB
NasdaqGS:STFC	NasdaqGS:STFC
NasdaqGM:MITO	NasdaqGM:MITO;DB:S1BA
NasdaqGS:GASS	NasdaqGS:GASS;DB:S6W
NasdaqCM:STCN	NasdaqCM:STCN;DB:CGOB
NasdaqGS:STLD	NasdaqGS:STLD;BMV:STLD*;DB:SD5
NasdaqGS:SRCL	NasdaqGS:SRCL;LSE:0L9O;DB:SY9
NasdaqCM:SBT	NasdaqCM:SBT
NasdaqGS:STRL	NasdaqGS:STRL;DB:UAO
NasdaqGS:SHOO	NasdaqGS:SHOO;DB:SJM
NasdaqGS:SFIX	NasdaqGS:SFIX;LSE:0L9X;DB:SYJ
NasdaqGS:SYBT	NasdaqGS:SYBT;DB:S4Y
NasdaqGS:STOK	NasdaqGS:STOK;BST:0GT;DB:0GT
NasdaqGS:STNE	NasdaqGS:STNE;LSE:0A4H;DB:0Q0
NasdaqGS:SNEX	NasdaqGS:SNEX;DB:I4F
NasdaqCM:SSKN	NasdaqCM:SSKN;DB:E2OM
NasdaqGS:SSYS	NasdaqGS:SSYS;BMV:SSYSN;DB:SCY
NasdaqGS:STRA	NasdaqGS:STRA;DB:SQE
NasdaqCM:SCAQ.U	NasdaqCM:SCAQ.U
NasdaqGM:STRT	NasdaqGM:STRT
NasdaqGS:STRS	NasdaqGS:STRS
NasdaqCM:STRM	NasdaqCM:STRM;DB:LV1
NasdaqGS:SBBP	NasdaqGS:SBBP;DB:69BN
NasdaqCM:SUMR	NasdaqCM:SUMR;DB:2NF1
NasdaqGS:SMMF	NasdaqGS:SMMF
NasdaqGM:SSBI	NasdaqGM:SSBI
NasdaqGM:SMMT	NasdaqGM:SMMT
NasdaqCM:WISA	NasdaqCM:WISA;DB:SUE1
NasdaqGS:SUMO	NasdaqGS:SUMO;MUN:SU5
NasdaqGS:SNCY	NasdaqGS:SNCY
NasdaqCM:SNDL	NasdaqCM:SNDL;DB:14K
NasdaqGS:SPWR	NasdaqGS:SPWR;LSE:0R0V;DB:S9P2
NasdaqGS:RUN	NasdaqGS:RUN;XTRA:3S9;LSE:0A4S;BMV:RUN*;DB:3S9
NasdaqCM:SUNW	NasdaqCM:SUNW;DB:7SL2
NasdaqCM:SLGG	NasdaqCM:SLGG;MUN:8LG;DB:8LG
NasdaqGS:SMCI	NasdaqGS:SMCI;DB:MS5
NasdaqCM:SPCB	NasdaqCM:SPCB;DB:50S
NasdaqGM:SGC	NasdaqGM:SGC;DB:6G6
NasdaqGM:SUPN	NasdaqGM:SUPN;LSE:0LB2;DB:S49
NasdaqCM:SPRT	NasdaqCM:SPRT
NasdaqGM:SURF	NasdaqGM:SURF;DB:QSOA
NasdaqGS:SRGA	NasdaqGS:SRGA;DB:RT2
NasdaqGS:SGRY	NasdaqGS:SGRY;DB:1SP
NasdaqGS:SRDX	NasdaqGS:SRDX;DB:SU6
NasdaqCM:SDAC	NasdaqCM:SDAC;NasdaqCM:SDAC.U
NasdaqGM:STRO	NasdaqGM:STRO;DB:S09
NasdaqGS:SIVB	NasdaqGS:SIVB;XTRA:SIVB;BMV:SIVB*;BOVESPA:S1IV34;DB:SV4
NasdaqCM:SVFA	NasdaqCM:SVFA;NasdaqCM:SVFA.U
NasdaqCM:SVFB	NasdaqCM:SVFB
NasdaqCM:SVFC	NasdaqCM:SVFC
NasdaqGS:SVMK	NasdaqGS:SVMK;BMV:SVMK*;DB:2K9
NasdaqCM:SWKH	NasdaqCM:SWKH
NasdaqGS:SYKE	NasdaqGS:SYKE;DB:SZY
NasdaqGM:SYNL	NasdaqGM:SYNL;DB:SY4
NasdaqGS:SYNA	NasdaqGS:SYNA;DB:SJN
NasdaqGS:SNCR	NasdaqGS:SNCR;DB:H6K
NasdaqGS:SNDX	NasdaqGS:SNDX;DB:1T3
NasdaqGS:SYNH	NasdaqGS:SYNH;DB:8IN
NasdaqGM:SYBX	NasdaqGM:SYBX;LSE:0A8U;DB:MINA
NasdaqGS:SNPS	NasdaqGS:SNPS;XTRA:SNPS;LSE:0LBP;BMV:SNPS*;BOVESPA:S1NP34;DB:SYP
NasdaqGM:SYPR	NasdaqGM:SYPR;DB:SJS
NasdaqGS:SYRS	NasdaqGS:SYRS;LSE:0LC7;DB:0S9
NasdaqGS:TMUS	NasdaqGS:TMUS;SWX:TMUS;LSE:0R2L;BMV:TMUS*;BVL:TMUS;BOVESPA:T1MU34;WBAG:TMUS;DB:TM5
NasdaqGM:TTOO	NasdaqGM:TTOO;LSE:0A57;DB:3T2
NasdaqGM:TRHC	NasdaqGM:TRHC;DB:43T
NasdaqGM:TCMD	NasdaqGM:TCMD;DB:3L3
NasdaqCM:TAIT	NasdaqCM:TAIT
NasdaqGS:TTWO	NasdaqGS:TTWO;XTRA:TKE;BOVESPA:T1TW34;LSE:0LCX;BMV:TTWO*;WBAG:TTWO;DB:TKE
NasdaqGM:TLND	NasdaqGM:TLND;LSE:0LCZ;DB:0T7
NasdaqGM:TLIS	NasdaqGM:TLIS
NasdaqGM:TNDM	NasdaqGM:TNDM;LSE:0M0F;DB:TD5A
NasdaqCM:TANH	NasdaqCM:TANH
NasdaqCM:TAOP	NasdaqCM:TAOP;DB:C3IA
NasdaqGS:TEDU	NasdaqGS:TEDU;DB:0T8A
NasdaqCM:TH	NasdaqCM:TH
NasdaqGS:TARS	NasdaqGS:TARS
NasdaqCM:TMKR	NasdaqCM:TMKR;NasdaqCM:TMKR.U
NasdaqGM:TATT	NasdaqGM:TATT;TASE:TATT
NasdaqCM:TTCF	NasdaqCM:TTCF;DB:F7M
NasdaqCM:TAYD	NasdaqCM:TAYD
NasdaqGS:TSHA	NasdaqGS:TSHA
NasdaqCM:TBSA.U	NasdaqCM:TBSA.U
NasdaqGS:TCF	NasdaqGS:TCF;DB:1BA
NasdaqGS:TCRR	NasdaqGS:TCRR;MUN:2K7;DB:2K7
NasdaqCM:TCVA	NasdaqCM:TCVA
NasdaqCM:GLG	NasdaqCM:GLG;DB:CNG1
NasdaqCM:PETZ	NasdaqCM:PETZ
NasdaqCM:TETC.U	NasdaqCM:TETC.U
NasdaqGM:TTGT	NasdaqGM:TTGT;DB:EFT
NasdaqCM:TGLS	NasdaqCM:TGLS;DB:7FH
NasdaqCM:TEKK	NasdaqCM:TEKK;NasdaqCM:TEKK.U
NasdaqGM:TELA	NasdaqGM:TELA
NasdaqGS:TLGT	NasdaqGS:TLGT;DB:0IGA
NasdaqCM:TELL	NasdaqCM:TELL;LSE:0LE3;DB:MPLN
NasdaqGM:TLS	NasdaqGM:TLS
NasdaqGS:TENB	NasdaqGS:TENB;LSE:0ZC0;DB:TE7
NasdaqCM:TENX	NasdaqCM:TENX;DB:YBOC
NasdaqGS:TER	NasdaqGS:TER;XTRA:TEY;LSE:0LEF;BMV:TER*;DB:TEY
NasdaqGS:TERN	NasdaqGS:TERN;BST:430
NasdaqGS:TBNK	NasdaqGS:TBNK;DB:9TB
NasdaqGS:TSLA	NasdaqGS:TSLA;XTRA:TL0;KAS:US_TSLA;BIT:TSLA;SWX:TSLA;UKR:TSLA;LSE:0R0X;BMV:TSLA*;BVL:TSLA;BOVESPA:TSLA34;BASE:TSLA;WBAG:TSLA;DB:TL0
NasdaqGS:TESS	NasdaqGS:TESS;BST:TT5
NasdaqGS:TTEK	NasdaqGS:TTEK;BMV:TTEK*;DB:TT6
NasdaqGS:TCBI	NasdaqGS:TCBI;NasdaqGS:TCBI.L;DB:TCA
NasdaqGS:TXN	NasdaqGS:TXN;XTRA:TII;SWX:TXN;BASE:TXN;LSE:0R2H;BMV:TXN*;BOVESPA:TEXA34;WBAG:TXN;SNSE:TXN;DB:TII
NasdaqGS:TXRH	NasdaqGS:TXRH;DB:ROW
NasdaqGM:TFFP	NasdaqGM:TFFP;DB:0K3
NasdaqGS:TFSL	NasdaqGS:TFSL;DB:PWT
NasdaqCM:TGTX	NasdaqCM:TGTX;LSE:0VGI;DB:NKB2
NasdaqCM:TVAC	NasdaqCM:TVAC;NasdaqCM:TVAC.U
NasdaqCM:WTER	NasdaqCM:WTER;CNSX:WTER;DB:AWJA
NasdaqGS:ANDE	NasdaqGS:ANDE;DB:AKG
NasdaqGS:TBBK	NasdaqGS:TBBK
NasdaqGS:BPRN	NasdaqGS:BPRN;DB:42J
NasdaqGS:CAKE	NasdaqGS:CAKE;LSE:0A5B;BMV:CAKE*;DB:CF2
NasdaqGS:CHEF	NasdaqGS:CHEF;DB:2CF
NasdaqGS:PLCE	NasdaqGS:PLCE;DB:CP5
NasdaqCM:TCFC	NasdaqCM:TCFC;DB:6BI
NasdaqGM:DXYN	NasdaqGM:DXYN;DB:DX6
NasdaqGS:SSP	NasdaqGS:SSP;DB:SQ6B
NasdaqGM:EML	NasdaqGM:EML;DB:EAQ
NasdaqGS:ENSG	NasdaqGS:ENSG;DB:EGB
NasdaqGS:XONE	NasdaqGS:XONE;LSE:0QY8;DB:2EX
NasdaqGS:FNLC	NasdaqGS:FNLC
NasdaqGM:FBMS	NasdaqGM:FBMS;DB:3RY
NasdaqCM:FLIC	NasdaqCM:FLIC
NasdaqGS:GT	NasdaqGS:GT;XTRA:GTR;SWX:GT;LSE:0QLL;BMV:GT*;WBAG:GYT;DB:GTR
NasdaqGS:HCKT	NasdaqGS:HCKT;DB:AWT
NasdaqGS:HAIN	NasdaqGS:HAIN;LSE:0J2I;DB:HF1
NasdaqCM:INTG	NasdaqCM:INTG
NasdaqCM:JYNT	NasdaqCM:JYNT;DB:1JO
NasdaqGS:KHC	NasdaqGS:KHC;XTRA:KHNZ;SWX:KHC;LSE:0JRV;BMV:KHC*;BVL:KHC;BOVESPA:KHCB34;WBAG:KHC;DB:KHNZ
NasdaqGS:BATR.K	NasdaqGS:BATR.K;NasdaqGS:BATR.A;OTCPK:BATR.B;DB:LM04
NasdaqGS:LSXM.K	NasdaqGS:LSXM.K;NasdaqGS:LSXM.B;NasdaqGS:LSXM.A;BMV:LSXMA*;DB:LM03;DB:LM06
NasdaqGM:LOVE	NasdaqGM:LOVE
NasdaqGS:MIDD	NasdaqGS:MIDD;LSE:0K1G;DB:MBY
NasdaqGM:NSEC	NasdaqGM:NSEC
NasdaqGS:ODP	NasdaqGS:ODP;BMV:ODP*;DB:ODP1
NasdaqCM:OLB	NasdaqCM:OLB
NasdaqCM:STKS	NasdaqCM:STKS;DB:XZ9
NasdaqGS:PNTG	NasdaqGS:PNTG;DB:1ZU
NasdaqGS:REAL	NasdaqGS:REAL;DB:6RR
NasdaqCM:RMR	NasdaqCM:RMR;BMV:RMR*;DB:26R
NasdaqGS:SHYF	NasdaqGS:SHYF;DB:SP8
NasdaqCM:SMPL	NasdaqCM:SMPL;BST:76L
NasdaqGM:TTD	NasdaqGM:TTD;XTRA:TT8;LSE:0LF5;BMV:TTD*;BOVESPA:T2TD34;WBAG:TTD;DB:TT8
NasdaqGS:WEN	NasdaqGS:WEN;DB:TQK
NasdaqGS:YORW	NasdaqGS:YORW;BST:YWA
NasdaqCM:NCTY	NasdaqCM:NCTY;DB:FZKA
NasdaqCM:RACA	NasdaqCM:RACA
NasdaqGS:TXMD	NasdaqGS:TXMD;DB:29T
NasdaqGM:TBPH	NasdaqGM:TBPH;DB:0TB
NasdaqCM:THMO	NasdaqCM:THMO;MUN:THRP;DB:THRP
NasdaqCM:THMA	NasdaqCM:THMA;NasdaqCM:THMA.U
NasdaqGS:TDUP	NasdaqGS:TDUP
NasdaqCM:THRY	NasdaqCM:THRY
NasdaqCM:THBR	NasdaqCM:THBR;NasdaqCM:THBR.U
NasdaqCM:TBCP	NasdaqCM:TBCP;NasdaqCM:TBCP.U
NasdaqCM:TIRX	NasdaqCM:TIRX
NasdaqGS:TLRY	NasdaqGS:TLRY;XTRA:2HQ;SWX:2HQ;LSE:0Z6Y;DB:2HQ
NasdaqGM:TSBK	NasdaqGM:TSBK
NasdaqCM:TIOA.U	NasdaqCM:TIOA.U
NasdaqCM:TIPT	NasdaqCM:TIPT
NasdaqCM:TSIB	NasdaqCM:TSIB;NasdaqCM:TSIB.U
NasdaqGS:TITN	NasdaqGS:TITN;DB:3TY
NasdaqCM:TTNP	NasdaqCM:TTNP;DB:TN7
NasdaqGS:TVTY	NasdaqGS:TVTY;BST:AFN
NasdaqCM:TOMZ	NasdaqCM:TOMZ
NasdaqGM:TNXP	NasdaqGM:TNXP;LSE:0A4T;DB:TPMR
NasdaqCM:TOPS	NasdaqCM:TOPS;DB:UERX
NasdaqCM:TRCH	NasdaqCM:TRCH;DB:1TO
NasdaqCM:TBLT	NasdaqCM:TBLT;DB:36QA
NasdaqGS:TSEM	NasdaqGS:TSEM;DB:TOW;TASE:TSEM
NasdaqGS:TOWN	NasdaqGS:TOWN;DB:3T8
NasdaqGM:TPIC	NasdaqGM:TPIC;DB:GX6
NasdaqCM:TCON	NasdaqCM:TCON;DB:T051
NasdaqGS:TSCO	NasdaqGS:TSCO;XTRA:TSCO;BMV:TSCO1*;SWX:TSC;WBAG:TSCO;BOVESPA:T1SC34;DB:TR4
NasdaqCM:TUGC.U	NasdaqCM:TUGC.U
NasdaqGS:TW	NasdaqGS:TW
NasdaqGM:TACT	NasdaqGM:TACT
NasdaqGM:TRNS	NasdaqGM:TRNS
NasdaqGS:TGA	NasdaqGS:TGA;AIM:TGL;TSX:TGL;DB:TRP
NasdaqGS:TBIO	NasdaqGS:TBIO
NasdaqGM:TMDX	NasdaqGM:TMDX
NasdaqGS:TA	NasdaqGS:TA;BST:T8A1;DB:T8A1
NasdaqGS:TZOO	NasdaqGS:TZOO;DB:TXM1
NasdaqGM:TVTX	NasdaqGM:TVTX;DB:17R
NasdaqGS:TMCI	NasdaqGS:TMCI
NasdaqGS:TIG	NasdaqGS:TIG
NasdaqCM:TRMT	NasdaqCM:TRMT
NasdaqCM:TRVN	NasdaqCM:TRVN;DB:6T4
NasdaqGM:TRVI	NasdaqGM:TRVI
