symbol,exchange,country,market_cap,headquarters_city,headquarters_state,sector,industry
TRST,NASDAQ,US,0.633238615646058,Glenville,New York,Finance,Regional Banks
EGLE,NASDAQ,US,0.633153696,Stamford,Connecticut,Transportation,Marine Shipping
NKTX,NASDAQ,US,0.632793918,South San Francisco,California,Health Technology,Biotechnology
EVC,NYSE,US,0.632526355656,Santa Monica,California,Consumer Services,Broadcasting
XPOF,NYSE,US,0.632433815214599,Irvine,California,Consumer Services,Other Consumer Services
NEWTZ,NASDAQ,US,0.631834972828871,Boca Raton,Florida,Commercial Services,Miscellaneous Commercial Services
SUNL,NYSE,US,0.63170614935,Charlotte,North Carolina,Finance,Finance/Rental/Leasing
NEWTL,NASDAQ,US,0.631100281000008,Boca Raton,Florida,Commercial Services,Miscellaneous Commercial Services
VYGG,NYSE,KY,0.6308113,George Town,George Town,Finance,Financial Conglomerates
AGC,NASDAQ,US,0.63000003792475,Menlo Park,California,Finance,Financial Conglomerates
SBR,NYSE,US,0.629244548388142,Dallas,Texas,Energy Minerals,Oil & Gas Production
TRMD,NASDAQ,GB,0.6287917662000001,London,London & South East,Transportation,Marine Shipping
VUZI,NASDAQ,US,0.628205223950617,West Henrietta,New York,Electronic Technology,Electronic Equipment/Instruments
PGC,NASDAQ,US,0.627977165,Bedminster,New Jersey,Finance,Regional Banks
AERI,NASDAQ,US,0.627262848085827,Durham,North Carolina,Health Technology,Pharmaceuticals: Other
TMST,NYSE,US,0.627086376,Canton,Ohio,Non-Energy Minerals,Steel
ORC,NYSE,US,0.626731683661357,Vero Beach,Florida,Finance,Real Estate Investment Trusts
UEIC,NASDAQ,US,0.626582892,Scottsdale,Arizona,Consumer Durables,Electronics/Appliances
LND,NYSE,BR,0.6265465048768349,São Paulo,Sao Paulo,Process Industries,Agricultural Commodities/Milling
ALCC,NYSE,US,0.6260705,New York,New York,Finance,Financial Conglomerates
RICK,NASDAQ,US,0.626033790959696,Houston,Texas,Consumer Services,Movies/Entertainment
FOSL,NASDAQ,US,0.625728,Richardson,Texas,Consumer Durables,Other Consumer Specialties
MOD,NYSE,US,0.6251765100116771,Racine,Wisconsin,Producer Manufacturing,Auto Parts: OEM
CHUY,NASDAQ,US,0.623310394601815,Austin,Texas,Consumer Services,Restaurants
LCAHU,NASDAQ,US,0.6228125,Houston,Texas,Finance,Financial Conglomerates
CFIVU,NASDAQ,US,0.6222618124373099,New York,New York,Finance,Financial Conglomerates
CIR,NYSE,US,0.621961249345537,Burlington,Massachusetts,Producer Manufacturing,Industrial Machinery
CYT,NASDAQ,US,0.6207386644381979,Lexington,Massachusetts,Commercial Services,Miscellaneous Commercial Services
CFIV,NASDAQ,US,0.6203950270000009,New York,New York,Finance,Financial Conglomerates
MIGI,NASDAQ,AU,0.620319889,North Sydney,New South Wales (NSW),Technology Services,Internet Software/Services
DXPE,NASDAQ,US,0.619423262085166,Houston,Texas,Distribution Services,Wholesale Distributors
HVT,NYSE,US,0.618990416352335,Atlanta,Georgia,Retail Trade,Specialty Stores
VRS,NYSE,US,0.618611085,Miamisburg,Ohio,Process Industries,Pulp & Paper
TRHC,NASDAQ,US,0.618066359634344,Moorestown,New Jersey,Technology Services,Data Processing Services
TITN,NASDAQ,US,0.61685715,West Fargo,North Dakota,Distribution Services,Wholesale Distributors
HAFC,NASDAQ,US,0.6151588101468609,Los Angeles,California,Finance,Regional Banks
LVOX,NASDAQ,US,0.615084564003163,San Francisco,California,Technology Services,Internet Software/Services
TALS,NASDAQ,US,0.614813533,Louisville,Kentucky,Health Technology,Pharmaceuticals: Major
DX,NYSE,US,0.613653829444255,Glen Allen,Virginia,Finance,Real Estate Investment Trusts
CCV,NYSE,US,0.613125037999996,New York,New York,Finance,Financial Conglomerates
SIFY,NASDAQ,IN,0.612943344,Chennai,Tamil Nadu,Technology Services,Internet Software/Services
ALGS,NASDAQ,US,0.612288456,South San Francisco,California,Health Technology,Pharmaceuticals: Major
LCA,NASDAQ,US,0.611875,Houston,Texas,Finance,Financial Conglomerates
CATC,NASDAQ,US,0.6111582343999999,Cambridge,Massachusetts,Finance,Regional Banks
BBSI,NASDAQ,US,0.6111568606000001,Vancouver,Washington,Commercial Services,Personnel Services
BYSI,NASDAQ,US,0.6101972533333401,New York,New York,Health Technology,Pharmaceuticals: Major
FSNB,NYSE,US,0.609375,New York,New York,Finance,Financial Conglomerates
PRS,NYSE,US,0.609296,Newark,New Jersey,Finance,Financial Conglomerates
MIT,NYSE,US,0.60875,New York,New York,Finance,Financial Conglomerates
ETD,NYSE,US,0.608474097046757,Danbury,Connecticut,Consumer Durables,Home Furnishings
LOCO,NASDAQ,US,0.606721968,Costa Mesa,California,Consumer Services,Restaurants
GRVY,NASDAQ,KR,0.606708459,Seoul,Seoul,Consumer Services,Casinos/Gaming
DSKE,NASDAQ,US,0.606409674121242,Addison,Texas,Transportation,Trucking
HCKT,NASDAQ,US,0.606390318,Miami,Florida,Commercial Services,Miscellaneous Commercial Services
RDIB,NASDAQ,US,0.606301042,Culver City,California,Finance,Real Estate Development
SGOC,NASDAQ,HK,0.604508121580311,Hong Kong,Beijing,Electronic Technology,Electronic Production Equipment
CTT,NYSE,US,0.604394112,Atlanta,Georgia,Finance,Real Estate Investment Trusts
DTIL,NASDAQ,US,0.604118892,Durham,North Carolina,Health Technology,Biotechnology
ZEV,NYSE,US,0.604098567586069,Loveland,Colorado,Consumer Durables,Motor Vehicles
CMTL,NASDAQ,US,0.602560816,Melville,New York,Electronic Technology,Telecommunications Equipment
BOWX,NASDAQ,US,0.6025425,Menlo Park,California,Finance,Financial Conglomerates
VSEC,NASDAQ,US,0.60217908,Alexandria,Virginia,Industrial Services,Engineering & Construction
YORW,NASDAQ,US,0.601773942305519,York,Pennsylvania,Utilities,Water Utilities
RIGL,NASDAQ,US,0.6013931016484161,South San Francisco,California,Health Technology,Biotechnology
CHSCO,NASDAQ,,0.60128118,Inver Grove Heights,Minnesota,Process Industries,Agricultural Commodities/Milling
CLDT,NYSE,US,0.6011741220244841,West Palm Beach,Florida,Finance,Real Estate Investment Trusts
CALT,NASDAQ,SE,0.600358152,Stockholm,Stockholm,Health Technology,Pharmaceuticals: Major
RMAX,NYSE,US,0.600356614395443,Denver,Colorado,Finance,Real Estate Development
RMGCU,NASDAQ,US,0.59952375,Miami Beach,Florida,Finance,Financial Conglomerates
CSWC,NASDAQ,US,0.5994,Dallas,Texas,Finance,Investment Managers
RENN,NYSE,CN,0.598084573333342,Beijing,Beijing,Technology Services,Internet Software/Services
NAKD,NASDAQ,AU,0.5980635692999999,Double Bay,New South Wales (NSW),Consumer Non-Durables,Apparel/Footwear
LVOXU,NASDAQ,US,0.598051452999998,San Francisco,California,Technology Services,Internet Software/Services
AVDL,NASDAQ,IE,0.596159957613951,Dublin,Dublin,Health Technology,Medical Specialties
ANIK,NASDAQ,US,0.5956710664885569,Bedford,Massachusetts,Health Technology,Pharmaceuticals: Other
OTMO,NASDAQ,IL,0.5955057939627331,Herzliya,HaMerkaz,Technology Services,Packaged Software
LABP,NASDAQ,US,0.5949440431421761,Blacksburg,Virginia,Health Technology,Biotechnology
ICLK,NASDAQ,HK,0.594626792256,Hong Kong,,Commercial Services,Advertising/Marketing Services
RM,NYSE,US,0.59444385,Greer,South Carolina,Finance,Finance/Rental/Leasing
VWE,NASDAQ,US,0.594337671231534,Santa Rosa,California,Consumer Non-Durables,Beverages: Alcoholic
NDLS,NASDAQ,US,0.593244916243265,Broomfield,Colorado,Consumer Services,Restaurants
RDW,NYSE,US,0.593033322,Jacksonville,Florida,Finance,Financial Conglomerates
DCO,NYSE,US,0.5929168466085171,Santa Ana,California,Electronic Technology,Aerospace & Defense
MCRB,NASDAQ,US,0.592502156,Cambridge,Massachusetts,Health Technology,Biotechnology
CASS,NASDAQ,US,0.59228496,St. Louis,Missouri,Technology Services,Data Processing Services
DHIL,NASDAQ,US,0.5916130896445839,Columbus,Ohio,Finance,Investment Managers
CHSCL,NASDAQ,,0.591192,Inver Grove Heights,Minnesota,Process Industries,Agricultural Commodities/Milling
SB,NYSE,MC,0.590272352862275,Les Acanthes,Central Greece,Transportation,Marine Shipping
CRESY,NASDAQ,AR,0.5892934615,Buenos Aires,Buenos Aires,Process Industries,Agricultural Commodities/Milling
RMGC,NASDAQ,US,0.58865625,Miami Beach,Florida,Finance,Financial Conglomerates
SWIR,NASDAQ,CA,0.5884625352170499,Richmond,British Columbia,Electronic Technology,Telecommunications Equipment
RGP,NASDAQ,US,0.588069053356387,Irvine,California,Commercial Services,Personnel Services
BTBT,NASDAQ,US,0.587301744,New York,New York,Commercial Services,Miscellaneous Commercial Services
NRXP,NASDAQ,US,0.5872069968849519,Wilmington,Delaware,Health Technology,Pharmaceuticals: Major
AXGN,NASDAQ,US,0.587010878,Alachua,Florida,Health Technology,Medical Specialties
LEAP,NYSE,US,0.586805174851341,Palo Alto,California,Finance,Financial Conglomerates
FC,NYSE,US,0.586375794044654,Salt Lake City,Utah,Commercial Services,Miscellaneous Commercial Services
VEC,NYSE,US,0.58623582213755,Colorado Springs,Colorado,Commercial Services,Miscellaneous Commercial Services
RVI,NYSE,US,0.585578552112874,Beachwood,Ohio,Finance,Real Estate Investment Trusts
ALBO,NASDAQ,US,0.585569571878959,Boston,Massachusetts,Health Technology,Pharmaceuticals: Other
TBPH,NASDAQ,KY,0.585557494,George Town,George Town,Health Technology,Pharmaceuticals: Other
MGTX,NASDAQ,US,0.585399829,New York,New York,Health Technology,Biotechnology
NPK,NYSE,US,0.584852814,Eau Claire,Wisconsin,Consumer Durables,Electronics/Appliances
GAN,NASDAQ,US,0.58404603,Irvine,California,Technology Services,Packaged Software
MYPS,NASDAQ,US,0.583496983020043,Las Vegas,Nevada,Technology Services,Packaged Software
ICPT,NASDAQ,US,0.583013072,New York,New York,Health Technology,Pharmaceuticals: Other
THRX,NASDAQ,US,0.581725210625,Cambridge,Massachusetts,Health Technology,Biotechnology
NRGX,NYSE,US,0.581637485000003,New York,New York,Miscellaneous,Investment Trusts/Mutual Funds
BNED,NYSE,US,0.579841611477478,Basking Ridge,New Jersey,Retail Trade,Specialty Stores
MSBI,NASDAQ,US,0.578015005654981,Effingham,Illinois,Finance,Regional Banks
ATRS,NASDAQ,US,0.5778912,Ewing,New Jersey,Health Technology,Medical Specialties
GTPBU,NASDAQ,US,0.577875,Boulder,Colorado,Finance,Financial Conglomerates
IPOD,NYSE,US,0.577300022977112,Palo Alto,California,Finance,Financial Conglomerates
MCS,NYSE,US,0.577018586875,Milwaukee,Wisconsin,Consumer Services,Movies/Entertainment
GMIIU,NASDAQ,US,0.5765625,Boulder,Colorado,Finance,Financial Conglomerates
PHAR,NASDAQ,NL,0.575526512,Leiden,Zuid-Holland,Commercial Services,Miscellaneous Commercial Services
LXFR,NYSE,GB,0.5755004457144219,Manchester,Greater Manchester,Producer Manufacturing,Industrial Machinery
WPRT,NASDAQ,CA,0.575210783518293,Vancouver,British Columbia,Producer Manufacturing,Trucks/Construction/Farm Machinery
AROW,NASDAQ,US,0.574168233,Glens Falls,New York,Finance,Major Banks
DMRC,NASDAQ,US,0.57394395,Beaverton,Oregon,Technology Services,Information Technology Services
REVHU,NASDAQ,US,0.5724642,Cambridge,Massachusetts,Finance,Financial Conglomerates
CNVY,NYSE,US,0.571694139,Fort Lauderdale,Florida,Technology Services,Packaged Software
AADI,NASDAQ,US,0.5693156549224401,Los Angeles,California,Health Technology,Biotechnology
HMPT,NASDAQ,US,0.56912736,Ann Arbor,Michigan,Finance,Finance/Rental/Leasing
SPRO,NASDAQ,US,0.568999231163875,Cambridge,Massachusetts,Health Technology,Pharmaceuticals: Major
RSVR,NASDAQ,US,0.568294279320628,New York,New York,Finance,Financial Conglomerates
RYTM,NASDAQ,US,0.568073025,Boston,Massachusetts,Health Technology,Biotechnology
FNCH,NASDAQ,US,0.5679662965724961,Somerville,Massachusetts,Health Services,Medical/Nursing Services
ZENV,NASDAQ,BR,0.567385144,SÃ£o Paulo,Sao Paulo,Technology Services,Packaged Software
AGCB,NYSE,US,0.5671915,Menlo Park,California,Finance,Financial Conglomerates
KORE,NYSE,US,0.567068928,Alpharetta,Georgia,Communications,Specialty Telecommunications
THR,NYSE,US,0.5666338,Austin,Texas,Producer Manufacturing,Electrical Products
SRI,NYSE,US,0.566632696,Novi,Michigan,Producer Manufacturing,Auto Parts: OEM
GTPB,NASDAQ,US,0.565800017999997,Boulder,Colorado,Finance,Financial Conglomerates
QUOT,NYSE,US,0.5656192166116001,Mountain View,California,Commercial Services,Advertising/Marketing Services
TSPQ,NYSE,US,0.56541834375,Los Angeles,California,Finance,Financial Conglomerates
SRLP,NYSE,US,0.565176765,Portsmouth,New Hampshire,Industrial Services,Oil & Gas Pipelines
FTCI,NASDAQ,US,0.564820717957317,Austin,Texas,Technology Services,Packaged Software
REVH,NASDAQ,US,0.564795,Cambridge,Massachusetts,Finance,Financial Conglomerates
IRS,NYSE,AR,0.564779758592343,Buenos Aires,Buenos Aires,Finance,Real Estate Development
CCAP,NASDAQ,US,0.56475637,Los Angeles,California,Miscellaneous,Investment Trusts/Mutual Funds
IACB,NYSE,IL,0.56412675,Herzliya,Tel Aviv,Finance,Financial Conglomerates
SEAH,NYSE,US,0.563625,North Palm Beach,Florida,Finance,Financial Conglomerates
IMRX,NASDAQ,US,0.563375532,Cambridge,Massachusetts,Commercial Services,Miscellaneous Commercial Services
REV,NYSE,US,0.562817872,New York,New York,Consumer Non-Durables,Household/Personal Care
SFT,NASDAQ,US,0.560608869898615,San Francisco,California,Retail Trade,Specialty Stores
CHS,NYSE,US,0.5596701103881281,Fort Myers,Florida,Retail Trade,Apparel/Footwear Retail
IVA,NASDAQ,FR,0.5589388490399999,Daix,Bourgogne-Franche-Comte,Health Technology,Biotechnology
UFCS,NASDAQ,US,0.5586096285176539,Cedar Rapids,Iowa,Finance,Property/Casualty Insurance
GMII,NASDAQ,US,0.5585625,Boulder,Colorado,Finance,Financial Conglomerates
CYD,NYSE,SG,0.558124378,Singapore,Central Singapore,Producer Manufacturing,Trucks/Construction/Farm Machinery
FCBC,NASDAQ,US,0.557289675,Bluefield,Virginia,Finance,Regional Banks
THFF,NASDAQ,US,0.5571593886606,Terre Haute,Indiana,Finance,Major Banks
SXC,NYSE,US,0.5563412,Lisle,Illinois,Energy Minerals,Coal
HAACU,NASDAQ,US,0.55462365,Cambridge,Massachusetts,Finance,Financial Conglomerates
NOTV,NASDAQ,US,0.5540160659708709,West Lafayette,Indiana,Health Services,Services to the Health Industry
BVH,NYSE,US,0.553494379523043,Boca Raton,Florida,Miscellaneous,Miscellaneous
TALK,NASDAQ,US,0.55268928,New York,New York,Technology Services,Internet Software/Services
ACBI,NASDAQ,US,0.55183554,Atlanta,Georgia,Finance,Regional Banks
TARS,NASDAQ,US,0.5515917550499999,Irvine,California,Health Technology,Pharmaceuticals: Major
ZEPP,NYSE,CN,0.5514733037123589,Hefei,Anhui,Consumer Durables,Other Consumer Specialties
QIWI,NASDAQ,CY,0.551430154465014,Nicosia,Nicosia,Technology Services,Data Processing Services
ARBE,NASDAQ,US,0.550396692,Tel Aviv,Tel Aviv,Finance,Financial Conglomerates
BIOX,NASDAQ,AR,0.550383899,Rosario,Santa Fe,Process Industries,Chemicals: Agricultural
SPNE,NASDAQ,US,0.549979824,Carlsbad,California,Health Technology,Medical Specialties
CASA,NASDAQ,US,0.5499459326592689,Andover,Massachusetts,Technology Services,Packaged Software
REKR,NASDAQ,US,0.549754201055166,Columbia,Maryland,Commercial Services,Miscellaneous Commercial Services
DBVT,NASDAQ,FR,0.549383879153534,Montrouge,Ile-de-France,Health Technology,Biotechnology
VAQC,NASDAQ,US,0.547610625,San Francisco,California,Finance,Financial Conglomerates
MCBS,NASDAQ,US,0.547220256919777,Doraville,Georgia,Finance,Regional Banks
JUGGU,NASDAQ,US,0.54702,Miami Beach,Florida,Finance,Financial Conglomerates
CO,NYSE,HK,0.546979858000002,Hong Kong,Central & Western,Health Services,Medical/Nursing Services
PAE,NASDAQ,US,0.5463198582252541,Falls Church,Virginia,Commercial Services,Miscellaneous Commercial Services
CHSCM,NASDAQ,,0.545296,Inver Grove Heights,Minnesota,Process Industries,Agricultural Commodities/Milling
RFL,NYSE,US,0.545251734747563,Newark,New Jersey,Finance,Real Estate Development
KDNY,NASDAQ,US,0.545212778064181,Seattle,Washington,Health Technology,Pharmaceuticals: Major
ABOS,NASDAQ,US,0.545105307,Charlottesville,Virginia,Health Technology,Pharmaceuticals: Major
IPI,NYSE,US,0.54475246,Denver,Colorado,Non-Energy Minerals,Other Metals/Minerals
BLBD,NASDAQ,US,0.543272592023773,Macon,Georgia,Producer Manufacturing,Trucks/Construction/Farm Machinery
ABST,NASDAQ,CA,0.54283311,Vancouver,British Columbia,Technology Services,Packaged Software
PRPC,NYSE,US,0.541509375,New York,New York,Finance,Financial Conglomerates
KODK,NYSE,US,0.541372793,Rochester,New York,Electronic Technology,Electronic Equipment/Instruments
HAAC,NASDAQ,US,0.540225,Cambridge,Massachusetts,Finance,Financial Conglomerates
RMBL,NASDAQ,US,0.539823377,Irving,Texas,Technology Services,Information Technology Services
VOR,NASDAQ,US,0.539711038,Cambridge,Massachusetts,Health Technology,Biotechnology
NPCT,NYSE,US,0.53915625,Chicago,Illinois,Miscellaneous,Investment Trusts/Mutual Funds
LL,NYSE,US,0.538593084,Richmond,Virginia,Retail Trade,Specialty Stores
CURI,NASDAQ,US,0.538571776,Silver Spring,Maryland,Consumer Services,Movies/Entertainment
PETS,NASDAQ,US,0.538437186,Delray Beach,Florida,Retail Trade,Drugstore Chains
DIBS,NASDAQ,US,0.537371337160386,New York,New York,Retail Trade,Internet Retail
RBNC,NASDAQ,US,0.5369448,Brentwood,Tennessee,Finance,Regional Banks
RLYB,NASDAQ,US,0.5368923,New Haven,Connecticut,Commercial Services,Miscellaneous Commercial Services
VAPO,NYSE,US,0.536262278,Exeter,New Hampshire,Health Technology,Medical Specialties
BZH,NYSE,US,0.536062794,Atlanta,Georgia,Consumer Durables,Homebuilding
ADAG,NASDAQ,CN,0.535705427784,Suzhou,Jiangsu,Health Technology,Pharmaceuticals: Major
YTPG,NYSE,US,0.5346399967200001,Fort Worth,Texas,Finance,Financial Conglomerates
MBWM,NASDAQ,US,0.534475505096963,Grand Rapids,Michigan,Finance,Regional Banks
ATOM,NASDAQ,US,0.533979919488445,Los Gatos,California,Commercial Services,Miscellaneous Commercial Services
SIGA,NASDAQ,US,0.533795337,New York,New York,Health Technology,Pharmaceuticals: Major
TRIT,NASDAQ,SG,0.533544564,Singapore,Central Singapore,Technology Services,Data Processing Services
ULH,NASDAQ,US,0.53354449,Warren,Michigan,Transportation,Trucking
TDW,NYSE,US,0.533177066286603,Houston,Texas,Industrial Services,Oilfield Services/Equipment
FPI,NYSE,US,0.532900033888493,Denver,Colorado,Finance,Real Estate Investment Trusts
CNBKA,NASDAQ,US,0.5317103428,Medford,Massachusetts,Finance,Regional Banks
ALRS,NASDAQ,US,0.53156961,Grand Forks,North Dakota,Finance,Major Banks
EDN,NYSE,AR,0.531271054589331,Buenos Aires,Buenos Aires,Utilities,Electric Utilities
BFC,NASDAQ,US,0.530928492257799,Manitowoc,Wisconsin,Finance,Regional Banks
PASG,NASDAQ,US,0.53011728,Philadelphia,Pennsylvania,Health Technology,Biotechnology
BW,NYSE,US,0.529513102,Akron,Ohio,Electronic Technology,Electronic Equipment/Instruments
DSPG,NASDAQ,US,0.5294817383493859,San Jose,California,Electronic Technology,Semiconductors
PTSI,NASDAQ,US,0.52841835,Tontitown,Arkansas,Transportation,Trucking
KVSB,NASDAQ,US,0.528198692021,Menlo Park,California,Finance,Financial Conglomerates
DGNU,NASDAQ,US,0.527578200999996,San Francisco,California,Finance,Financial Conglomerates
ANZUU,NASDAQ,US,0.52753125,Tampa,Florida,Finance,Financial Conglomerates
CPSI,NASDAQ,US,0.527197448999988,Mobile,Alabama,Technology Services,Information Technology Services
BGFV,NASDAQ,US,0.526652847,El Segundo,California,Retail Trade,Specialty Stores
BWSN,NYSE,US,0.526546965105988,Akron,Ohio,Electronic Technology,Electronic Equipment/Instruments
VACC,NASDAQ,GB,0.52625178123,Oxford,Oxfordshire,Health Technology,Pharmaceuticals: Major
FRPH,NASDAQ,US,0.526076577,Jacksonville,Florida,Finance,Real Estate Development
JUGG,NASDAQ,US,0.5251932,Miami Beach,Florida,Finance,Financial Conglomerates
VIST,NYSE,MX,0.524485212,Miguel Hidalgo,Mexico,Energy Minerals,Oil & Gas Production
ARLO,NYSE,US,0.524316048,San Jose,California,Consumer Durables,Electronics/Appliances
TRNS,NASDAQ,US,0.5241600761999999,Rochester,New York,Electronic Technology,Electronic Equipment/Instruments
PV,NYSE,HK,0.524062534928351,Hong Kong,,Finance,Financial Conglomerates
CGABL,NASDAQ,US,0.5238,,Delaware,Finance,Finance/Rental/Leasing
BH,NYSE,US,0.523530084,San Antonio,Texas,Consumer Services,Restaurants
ALLT,NASDAQ,IL,0.523402188,Hod-Hasharon,HaMerkaz,Electronic Technology,Computer Communications
TBCPU,NASDAQ,US,0.52330976,Great Falls,Virginia,Finance,Financial Conglomerates
CVLG,NASDAQ,US,0.522763107,Chattanooga,Tennessee,Transportation,Trucking
AMAL,NASDAQ,US,0.522717161266826,New York,New York,Finance,Regional Banks
GTHX,NASDAQ,US,0.522578440048979,Research Triangle Park,North Carolina,Health Technology,Pharmaceuticals: Major
FLMN,NASDAQ,US,0.522474741614006,New York,New York,Energy Minerals,Integrated Oil
SNRHU,NASDAQ,US,0.5221575,Scottsdale,Arizona,Finance,Financial Conglomerates
CPAC,NYSE,PE,0.521407635999998,Lima,Lima Province,Non-Energy Minerals,Construction Materials
PHVS,NASDAQ,NL,0.52091741926,Leiden,Zuid-Holland,Health Technology,Pharmaceuticals: Major
BOLT,NASDAQ,US,0.519704142590771,Redwood City,California,Health Technology,Pharmaceuticals: Major
MIRM,NASDAQ,US,0.517548506428323,Foster City,California,Health Technology,Pharmaceuticals: Major
FINMU,NASDAQ,US,0.5175,Hermosa Beach,California,Finance,Financial Conglomerates
MVBF,NASDAQ,US,0.517064418,Fairmont,West Virginia,Finance,Regional Banks
ANZU,NASDAQ,US,0.51690625,Tampa,Florida,Finance,Financial Conglomerates
PFLT,NASDAQ,US,0.516832093,New York,New York,Finance,Investment Managers
BFST,NASDAQ,US,0.516400305,Baton Rouge,Louisiana,Finance,Regional Banks
EPZM,NASDAQ,US,0.5163625,Cambridge,Massachusetts,Health Technology,Biotechnology
DCRNU,NASDAQ,US,0.51620625,Menlo Park,California,Finance,Financial Conglomerates
HOV,NYSE,US,0.5160233925,Matawan,New Jersey,Consumer Durables,Homebuilding
TBCP,NASDAQ,US,0.515396819018462,Great Falls,Virginia,Finance,Financial Conglomerates
WSBF,NASDAQ,US,0.515353738472826,Wauwatosa,Wisconsin,Finance,Financial Conglomerates
AKBA,NASDAQ,US,0.514885524317406,Cambridge,Massachusetts,Health Technology,Biotechnology
NGAB,NYSE,US,0.514395,Kansas City,Missouri,Finance,Financial Conglomerates
JOFFU,NASDAQ,US,0.514395,New York,New York,Finance,Financial Conglomerates
TIG,NASDAQ,US,0.513785367448272,Wayzata,Minnesota,Finance,Insurance Brokers/Services
SMMT,NASDAQ,US,0.513201951706566,Cambridge,Massachusetts,Health Technology,Biotechnology
PACXU,NASDAQ,US,0.5131875,New York,New York,Finance,Financial Conglomerates
RYAM,NYSE,US,0.51308607,Jacksonville,Florida,Process Industries,Chemicals: Specialty
CLVS,NASDAQ,US,0.5127153,Boulder,Colorado,Health Technology,Biotechnology
EPHYU,NASDAQ,US,0.512658375,Burlingame,California,Finance,Financial Conglomerates
LPG,NYSE,US,0.512592908,Stamford,Connecticut,Transportation,Marine Shipping
WTBA,NASDAQ,US,0.512372454816036,West Des Moines,Iowa,Finance,Financial Conglomerates
MOTV,NYSE,US,0.51232501596774,New York,New York,Finance,Financial Conglomerates
OHPAU,NASDAQ,US,0.5118075,New York,New York,Finance,Financial Conglomerates
CTAQU,NASDAQ,US,0.511612875,Burlingame,California,Finance,Financial Conglomerates
CGEN,NASDAQ,IL,0.511242894905942,Holon,Tel Aviv,Health Technology,Biotechnology
KKRS,NYSE,US,0.511,New York,New York,Finance,Financial Conglomerates
FMAC,NYSE,US,0.510772517963597,New York,New York,Finance,Financial Conglomerates
REX,NYSE,US,0.5106944982,Dayton,Ohio,Process Industries,Chemicals: Specialty
PVAC,NASDAQ,US,0.510433380026649,Houston,Texas,Energy Minerals,Oil & Gas Production
CLSK,NASDAQ,US,0.510379242,Woods Cross,Utah,Technology Services,Packaged Software
HAYN,NASDAQ,US,0.509198735310329,Kokomo,Indiana,Non-Energy Minerals,Steel
EQD,NYSE,US,0.507667533999998,Chicago,Illinois,Finance,Financial Conglomerates
RADA,NASDAQ,IL,0.506815428,Netanya,HaMerkaz,Electronic Technology,Aerospace & Defense
XONE,NASDAQ,US,0.506483445,North Huntingdon,Pennsylvania,Producer Manufacturing,Industrial Machinery
PRQR,NASDAQ,NL,0.5060029,Leiden,Zuid-Holland,Health Technology,Biotechnology
SNRH,NASDAQ,US,0.505597534000001,Scottsdale,Arizona,Finance,Financial Conglomerates
JOFF,NASDAQ,US,0.505597523047176,New York,New York,Finance,Financial Conglomerates
GLSI,NASDAQ,US,0.504890956,Stafford,Texas,Health Technology,Biotechnology
FINM,NASDAQ,US,0.504821537679673,Hermosa Beach,California,Finance,Financial Conglomerates
HHLA,NYSE,HK,0.504304308460901,Hong Kong,,Finance,Financial Conglomerates
MCFT,NASDAQ,US,0.50410155,Vonore,Tennessee,Consumer Durables,Recreational Products
OHPA,NASDAQ,US,0.50378625,New York,New York,Finance,Financial Conglomerates
MACC,NYSE,US,0.503527517017488,Phoenix,Arizona,Finance,Financial Conglomerates
MRACU,NASDAQ,US,0.503013391038827,New York,New York,Finance,Financial Conglomerates
IIAC,NYSE,GB,0.502621875,London,Greater London,Finance,Financial Conglomerates
AGAC,NYSE,US,0.502492524974275,New York,New York,Finance,Financial Conglomerates
BWB,NASDAQ,US,0.5019842526766201,St. Louis Park,Minnesota,Finance,Regional Banks
TCVA,NASDAQ,US,0.50078,Menlo Park,California,Finance,Financial Conglomerates
MUX,NYSE,CA,0.500514268018519,Toronto,Ontario,Non-Energy Minerals,Precious Metals
BWBBP,NASDAQ,US,0.500295023255224,St. Louis Park,Minnesota,Finance,Regional Banks
CTAQ,NASDAQ,US,0.500238697606041,Burlingame,California,Finance,Financial Conglomerates
PACX,NASDAQ,US,0.50010625,New York,New York,Finance,Financial Conglomerates
COOLU,NASDAQ,US,0.5,Palo Alto,California,Finance,Financial Conglomerates
TPVG,NYSE,US,0.49983927,Menlo Park,California,Finance,Investment Managers
SELB,NASDAQ,US,0.499444119510489,Watertown,Massachusetts,Health Technology,Biotechnology
EPHY,NASDAQ,US,0.499369125,Burlingame,California,Finance,Financial Conglomerates
ITMR,NASDAQ,IL,0.499341085,Caesarea,Haifa,Health Technology,Medical Specialties
EVER,NASDAQ,US,0.49924043252667805,Cambridge,Massachusetts,Technology Services,Internet Software/Services
TCS,NYSE,US,0.499207809440321,Coppell,Texas,Retail Trade,Specialty Stores
FISI,NASDAQ,US,0.49902079802885096,Warsaw,New York,Finance,Regional Banks
HEAR,NASDAQ,US,0.498022140554074,White Plains,New York,Consumer Durables,Electronics/Appliances
SENEB,NASDAQ,US,0.49790776,Marion,New York,Consumer Non-Durables,Food: Specialty/Candy
ALDX,NASDAQ,US,0.497630723504669,Lexington,Massachusetts,Health Technology,Biotechnology
PDOT,NYSE,US,0.49729390406,Houston,Texas,Finance,Financial Conglomerates
DCRN,NASDAQ,US,0.49708750299092297,Menlo Park,California,Finance,Financial Conglomerates
